Q13882
P54278
Q5FYA8
Q02505
P10275
O00755
O95497
O95352
P04000
Q5XPI4
P01024
Q13546
Q92630
O95786
Q92985
P00742
Q15907
P22455
Q15078
Q8N307
P22557
P0C0L4
Q8TC59
P62820
Q8N257
Q6UWB1
P53634
Q7Z3B1
Q9P232
O14613
O14905
P43354
P40189
O75914
Q685J3
Q15004
P11216
O15169
P53667
Q13449
Q5FYB1
Q16777
P51451
P68366
P09544
Q8N122
O43187
Q04912
Q9Y4I1
Q6ZMM2
Q9H160
P19838
Q9H1J5
P31749
P05771
O00744
P24928
P68363
Q96MS0
Q9BUF5
O15534
P14635
P49023
Q9Y625
P17252
P61018
O95450
Q99877
Q15116
P31785
P32004
O75886
P84022
O14641
Q9Y6Q2
O60216
Q02817
Q15286
P49327
O95274
O95644
Q9UEW3
P09382
P12004
P68104
P01275
P09693
P00519
Q14703
O75553
P13521
P98088
Q8TDM5
P40337
P05106
P45880
Q96P20
O00548
P21333
O15151
P29590
P18850
P62714
O60674
Q6P5Z2
Q07869
P04070
O95487
P62314
Q53H12
Q8TD19
Q13591
O43895
O60220
P25054
Q15717
Q9UHI8
Q9UKP5
Q9BPX3
Q86XI2
P16118
Q13415
Q16659
Q9UKT4
P29373
P13639
P01583
O00203
O60814
P62807
Q9UJV9
P00367
Q00613
P40692
P41221
Q13421
O14904
Q96CV9
P68036
Q8IWV2
P61006
Q8WXS8
P04350
P09619
O15350
P51159
P42695
P54756
Q12888
P16410
Q13103
O94779
Q9Y6K9
Q9NQB0
P20337
P46976
P20273
Q92997
A6ND01
O95972
Q9BZM5
Q92529
Q9NWQ8
Q9Y618
P14384
Q9BQQ3
O15488
P13726
P51149
Q6NXG1
Q96JA1
P15498
O14791
P23434
P56945
P51610
Q14114
P05549
P20585
Q13316
P61081
O95714
P55854
Q96FA3
Q14956
Q92558
P15927
Q9UKY0
P11912
Q14145
Q8N9B5
Q08379
A2VEC9
P06241
Q9UN19
Q15418
Q9H0U4
P14207
Q9BZG1
Q12791
Q6UY14
Q6IBW4
Q9NX63
P10515
Q8IVP5
P53671
Q13217
P28482
Q86YS7
Q08050
Q86YS6
Q06187
P35754
P57729
Q9UPY6
Q52LA3
P09917
Q06609
P42768
Q969R5
P17676
Q9BPU6
Q96RI1
Q9BQK8
P52333
P21549
Q01826
Q9NY65
P42685
Q14515
Q03405
Q9NP71
O60500
Q7KZF4
P48552
Q9NR61
Q9BUD6
P19105
Q9Y365
P63241
O43597
P43246
P47712
Q9H2X6
Q13557
P56524
Q14964
P54646
P06401
O43609
P02545
P10721
Q96MT3
P55055
O95267
P51690
Q13547
Q9UNA0
Q9BQE3
P06731
O14733
O95498
Q00535
P14678
P52564
P02760
O14640
P02768
Q99743
P42680
Q9H063
Q14653
Q9BXL7
Q9NRM7
Q99497
P02647
O00141
Q8IW41
P52799
Q13480
Q9Y6H5
P35226
Q13094
Q9H461
P03999
O95835
Q7RTY9
P35568
Q9UPV9
Q15349
P16471
Q9C0I4
P98170
Q5JRA6
P11047
P00450
Q01449
Q99835
P07942
Q8N5V2
P01106
Q13651
A6NNZ2
Q9Y5P4
P43146
Q13285
Q9UJT9
Q9Y5J6
P29762
P54760
P04181
P05412
Q9Y3E5
O95999
Q01831
Q8IYW5
P02765
Q9UL25
P11217
Q9H324
P45983
Q8IVT5
Q93070
Q5XG87
Q92844
Q8TEB7
O95684
P23219
P10827
Q04727
P20340
Q9UGK3
P0C0S5
O95760
Q14766
Q6PCB0
Q14393
P38936
P46937
Q9UKL3
P20711
Q9UBW7
Q53T94
Q13043
P51153
P35398
P25963
O75197
P02649
Q6UQ28
Q16539
P51805
Q9UBS0
P20338
Q9HCM2
Q13131
P15311
Q5FYB0
P34059
Q96PL2
Q9P283
Q9GZV4
Q04206
Q9Y219
Q15003
Q9NRY4
O43252
Q12933
P11473
Q16719
P62495
Q8NHU3
Q99708
P15260
Q9H0Y0
P15336
P19174
O15055
P50542
P00441
P17480
P10696
Q9UHC7
Q9BXW9
P58753
Q6RW13
P58012
Q9Y2X3
Q15797
P04001
Q92794
P61077
Q9NVI1
P07948
P05067
Q99741
Q16288
Q13555
Q9H1J7
P13987
P29322
P16220
P22692
Q12841
P30304
Q9Y6Y9
P04114
P08571
P51692
Q9BSY4
O75143
P32121
Q7Z569
P20700
P47710
Q15022
P27694
Q86TH1
Q7Z3Z4
Q8N6G6
P13056
P49448
Q49B96
P55211
Q9UPW6
Q99717
Q3ZCM7
Q96RQ3
P51170
P52739
P17181
Q00653
O43353
P07306
Q13617
P04629
Q712K3
Q9NVK5
Q9HAW4
Q8NI32
Q6UX39
P32119
P63000
P21709
P30518
Q8IWA4
Q7Z434
O15198
Q01196
P22748
O75051
Q08881
P51965
Q9UNQ0
P30530
Q9Y6Q9
P24385
Q6PGQ7
Q06413
Q16553
Q13188
Q02078
O95867
Q3SY69
Q9NPB6
O60229
Q12873
Q15021
P20336
P62253
Q14195
Q13795
P00387
P49815
Q5BIV9
Q8TE60
P61956
P54793
Q8NB16
P08235
Q99558
Q9Y266
Q8IWT3
Q13508
Q8NFP4
P11245
Q9NRY5
Q9NWZ3
P62837
Q13233
Q9NS62
O75460
P68871
Q9Y2N7
Q9NY84
Q14002
Q9H8S9
Q09472
Q9ULV1
P07307
O00221
Q04726
O95396
O15392
P01009
Q15375
Q96A00
Q12846
P29597
Q15771
Q9BUK0
Q9Y6N7
P10747
Q96A08
Q9NYB9
P11142
P27361
Q9NYJ1
Q12834
P58876
P49427
O14974
P51148
Q93097
Q06830
P43351
Q7Z2W4
P78552
P57053
Q13616
Q96SD1
Q04725
Q06124
Q9H853
Q14247
Q8WXE9
Q96JH7
Q9NP90
P30273
Q9NRW1
Q8N114
Q9UPZ6
Q13363
Q9H4B7
Q9HC77
Q93034
P61020
P12259
Q6WCQ1
Q13002
Q9BX63
Q13133
O00327
O96017
P46734
O76024
Q9NS56
P51688
Q7Z6P3
P48448
Q8WV28
P53779
Q96FF9
P04439
Q14526
O14561
Q12974
P57735
Q8NBP7
P03372
P61086
O96028
Q13541
P37088
P78356
Q9Y6M0
P35442
P63162
P98177
Q92614
Q13509
P36507
P61026
P19793
Q68DV7
Q9Y5J7
O95278
Q9MY60
Q9Y2I6
Q684P5
Q9P126
O94856
Q8TAQ5
P18085
Q9NQC7
P17844
Q96A32
Q16644
Q8N2K1
Q9BXN2
O95477
P02751
Q96AD5
P98172
Q9P2N4
Q9UP79
O60285
O00238
P11182
P15923
Q92945
P98077
Q969T4
Q9Y2I2
P55957
P11233
P18846
P24593
P24298
O00267
Q6UX82
P07498
Q9NPD7
P21860
O76061
Q07352
Q13635
P06400
Q99504
Q99217
P67775
P17735
Q9UER7
P27986
P15289
A2RUS2
P43403
Q6ZMT4
Q9NYA1
P11926
P48200
P08581
Q9UM21
Q9Y256
O95633
P41181
P01215
Q13554
Q14980
P62256
Q9Y6H1
P10451
Q9H8M9
O14744
Q13637
Q15424
P0CG37
Q8IXI2
Q15596
P53778
Q16566
Q07343
Q07889
Q6ZUJ8
Q16518
Q9UKP4
O95868
P10912
Q9GZY6
Q07065
O43303
P10828
Q14210
Q9Y4H2
Q96AH8
P35520
O60879
O75443
Q13315
Q9BTM9
Q8WU20
Q13263
P02652
P63211
Q8N6P7
P48357
P16871
Q8TDY2
P49918
P01229
P61019
O00206
Q9UKI2
Q6P3S1
Q92930
Q8IV61
Q9UK55
Q12968
P02671
Q03468
Q9BY14
Q14118
O75525
P19022
Q96CW1
Q9BVA1
Q99814
Q9NYZ3
P12318
P09923
P25098
O75461
P05165
Q9HC98
P23497
Q13469
P43353
Q02045
P62318
Q96P48
Q96LC9
Q9Y5Y0
Q9GZV5
O00716
Q8IU57
Q8NHY2
Q9H8Y8
Q9UL26
Q01094
Q13330
Q8TBC4
P02787
Q01113
O00762
P53992
Q8N163
Q96HY7
Q9H7L9
P35354
P02679
P11802
Q92754
P04279
Q02447
O95980
Q9NZL9
P20248
Q04724
O00167
Q9NRM1
O75916
Q00534
Q8IVN8
P38117
P07766
P22891
Q2PPJ7
Q13164
Q9UBK2
P51668
P39880
Q13489
P82987
Q7Z7A1
O95925
Q6UWN0
Q9UQE7
Q92539
P36957
P12830
O75339
Q9BQA1
Q8WVN8
Q8N302
Q6P988
Q15080
Q13426
O43852
Q13569
Q96J94
Q7Z6A9
Q8IWE4
P17302
Q9Y6K1
O15382
P07911
O95470
Q16763
P46060
P23327
Q14318
Q9BU40
Q8N5Z0
Q5VY80
P40616
Q8NBJ4
P30305
P15848
P55072
O75582
Q15436
O75030
Q01362
P16284
P40818
O14920
O94855
O43157
O00257
O14618
P07910
P15880
Q92466
P23443
P07949
P98155
Q53HL2
Q15084
Q9GZV9
P07992
Q14694
Q9HAT8
Q9H832
Q9H257
Q99502
Q9ULC3
Q8TD30
Q9BVI0
O60870
O15240
Q6YP21
Q9NQ76
P99999
Q6UXB3
Q96T51
Q9NX57
P10276
O95235
P26358
Q15388
Q15173
Q32MZ4
P23528
P60660
P41208
Q7Z553
Q8WXH6
Q9NPD8
P11387
O60240
Q9UJU2
O14672
P51689
P14314
P22352
Q14191
O00482
P58397
Q9UBR2
P31358
O43914
P13385
P59190
Q8TE56
P11498
O15270
Q12778
O00622
P78324
P24394
P78504
Q13009
O94826
O43280
P07550
Q9BYV1
Q9NT62
A4D1S5
O75891
P40199
O96033
Q9UIS9
Q8TDX7
P02771
Q9Y6W8
Q9UQK1
Q08431
P00505
P54764
O95997
Q7L523
Q99653
P18440
P13196
Q03393
Q96IF1
Q6PIZ9
P14625
P19878
Q99665
Q04637
P36896
P48735
P49459
Q9Y6W5
P01033
Q9NZ53
Q9NTJ3
Q969V6
P55268
P78396
P08069
Q13620
P45985
Q15788
P08833
P45973
O60934
P13591
P37231
P19419
P14598
O95140
Q02818
P14649
P25325
Q92900
Q6UWY0
O95084
Q96EQ8
P51151
Q99728
P21757
O14966
P49792
O15264
Q15835
Q9UBC3
O14950
Q96E29
P01210
Q02156
Q14693
P36888
Q92569
Q13371
P04150
P52735
Q05513
Q9ULK5
Q6Q788
O60343
P23588
P25685
P07947
Q969M7
Q8N2H9
Q5JZY3
P14921
Q96GD4
Q02241
P23246
Q5VWX1
O95755
Q8IZP0
Q8WYQ3
P10599
O00161
P51114
Q92793
P61978
Q24JP5
P56277
Q8WXD2
O00418
P16234
Q05469
P40259
Q13370
Q13619
P17677
P63146
Q9BUA6
Q92841
P54753
O75469
P15036
Q8WUD1
P05231
Q6NZY7
P01100
P17936
P54687
Q02880
Q96B02
P16455
Q9BTY2
P04216
Q9Y572
P33151
Q14061
Q8N5S9
Q96ST3
P51587
P0C5Y9
P19086
Q9Y5J9
Q9NRP2
Q15293
P37173
Q16773
Q9BUB5
O95486
O95716
Q7L9L4
P04234
P49841
Q13485
P54762
Q14088
Q9ULT6
Q15746
Q9P121
P12644
Q12829
Q9ULH0
Q06481
Q15464
P01008
P05546
P59665
P19429
P07996
P62753
Q8TEH3
Q02763
Q9H1Y0
P04179
Q9UGN5
Q8WWA0
Q8NER5
O95429
P29323
Q9UKW4
Q9NUV7
O15232
P23771
P15586
P22736
Q96E17
Q969V5
O15197
Q9HCE9
Q9UF33
Q5JT25
P26678
Q9BRK3
