Reaction,PubMed,Year
R-HSA-187934,10323868,1999
R-HSA-187948,10323868,1999
R-HSA-187948,10375532,1999
R-HSA-188386,9891042,1999
R-HSA-188390,9891042,1999
R-HSA-1889978,9892646,1999
R-HSA-1889981,10506123,1999
R-HSA-1889981,10473568,1999
R-HSA-1912372,10075724,1999
R-HSA-191303,10026212,1999
R-HSA-191322,10026212,1999
R-HSA-191786,10556282,1999
R-HSA-191790,10601333,1999
R-HSA-191830,10531003,1999
R-HSA-191972,10588945,1999
R-HSA-192061,10377398,1999
R-HSA-192065,10588945,1999
R-HSA-192137,10479480,1999
R-HSA-192157,10051404,1999
R-HSA-193068,10406467,1999
R-HSA-193070,10406467,1999
R-HSA-193072,10406467,1999
R-HSA-193099,10406467,1999
R-HSA-193385,10092594,1999
R-HSA-193401,10479480,1999
R-HSA-193407,10479480,1999
R-HSA-193424,10479480,1999
R-HSA-193695,9915784,1999
R-HSA-193703,10022904,1999
R-HSA-193709,10051404,1999
R-HSA-193711,10479480,1999
R-HSA-193727,10479480,1999
R-HSA-193743,10479480,1999
R-HSA-193766,10479480,1999
R-HSA-193845,10051404,1999
R-HSA-194083,10358072,1999
R-HSA-194083,10601278,1999
R-HSA-194793,9886085,1999
R-HSA-194800,9886085,1999
R-HSA-194894,10360578,1999
R-HSA-194913,10559246,1999
R-HSA-195251,10092233,1999
R-HSA-195690,10391219,1999
R-HSA-195690,10391218,1999
R-HSA-1980056,10551863,1999
R-HSA-198611,10485710,1999
R-HSA-198870,10556483,1999
R-HSA-198870,10471399,1999
R-HSA-198870,10556521,1999
R-HSA-199206,10329687,1999
R-HSA-199206,10334869,1999
R-HSA-199219,10329687,1999
R-HSA-199219,10334869,1999
R-HSA-199299,10102273,1999
R-HSA-199299,10358075,1999
R-HSA-199456,10555148,1999
R-HSA-199626,10391222,1999
R-HSA-199626,10391223,1999
R-HSA-199626,10391221,1999
R-HSA-199839,10490848,1999
R-HSA-2002440,10479448,1999
R-HSA-200652,10347183,1999
R-HSA-200954,10544125,1999
R-HSA-201035,10548543,1999
R-HSA-201630,10490026,1999
R-HSA-201639,10564664,1999
R-HSA-201685,10421629,1999
R-HSA-201708,10097073,1999
R-HSA-202111,10376602,1999
R-HSA-202111,10469573,1999
R-HSA-202111,10376603,1999
R-HSA-202132,10559837,1999
R-HSA-2022061,10187838,1999
R-HSA-2022405,10536878,1999
R-HSA-2022860,9915799,1999
R-HSA-2022887,9915799,1999
R-HSA-2023460,10053006,1999
R-HSA-2023971,10585413,1999
R-HSA-2023971,10419486,1999
R-HSA-2023973,10585413,1999
R-HSA-2023973,10419486,1999
R-HSA-2029272,10579907,1999
R-HSA-2029456,10496324,1999
R-HSA-2029460,10559936,1999
R-HSA-2029468,10224668,1999
R-HSA-202947,9973322,1999
R-HSA-2029471,9973503,1999
R-HSA-2029988,10626794,1999
R-HSA-203070,10600384,1999
R-HSA-2033474,10490103,1999
R-HSA-2033474,10574949,1999
R-HSA-2038386,10568829,1999
R-HSA-204364,10102266,1999
R-HSA-204364,10102268,1999
R-HSA-2046089,10601301,1999
R-HSA-2046092,10601301,1999
R-HSA-2046222,10491328,1999
R-HSA-2046285,10206952,1999
R-HSA-2046285,10504389,1999
R-HSA-204773,10521483,1999
R-HSA-204798,10521483,1999
R-HSA-204813,10521483,1999
R-HSA-204824,10051567,1999
R-HSA-204871,10521483,1999
R-HSA-204873,10521483,1999
R-HSA-205286,10377264,1999
R-HSA-205289,10377264,1999
R-HSA-205321,10523834,1999
R-HSA-2065355,10536878,1999
R-HSA-2065539,10397761,1999
R-HSA-2065550,10397761,1999
R-HSA-2076611,9988767,1999
R-HSA-2090037,10466419,1999
R-HSA-209063,9990852,1999
R-HSA-209063,10514433,1999
R-HSA-209063,9990853,1999
R-HSA-209125,9990852,1999
R-HSA-209125,10514433,1999
R-HSA-209125,9990853,1999
R-HSA-209125,10075690,1999
R-HSA-209868,10518789,1999
R-HSA-210271,10449773,1999
R-HSA-210273,10049942,1999
R-HSA-210283,10350061,1999
R-HSA-210285,10425179,1999
R-HSA-210290,10350061,1999
R-HSA-210426,10440375,1999
R-HSA-211193,10318789,1999
R-HSA-211239,10318789,1999
R-HSA-211919,10405341,1999
R-HSA-212005,10383923,1999
R-HSA-212352,10235266,1999
R-HSA-212380,10235266,1999
R-HSA-212432,10235266,1999
R-HSA-212713,10579907,1999
R-HSA-2129357,10198291,1999
R-HSA-2130279,10023660,1999
R-HSA-2130279,9990852,1999
R-HSA-2130349,10631941,1999
R-HSA-2130349,10072072,1999
R-HSA-2130641,10480952,1999
R-HSA-2130641,10593899,1999
R-HSA-216069,10438935,1999
R-HSA-216082,10543983,1999
R-HSA-2160915,10037799,1999
R-HSA-2161282,10424889,1999
R-HSA-2161549,10622721,1999
R-HSA-2161668,10200320,1999
R-HSA-2161946,10549853,1999
R-HSA-2161962,10741385,1999
R-HSA-2162099,10582871,1999
R-HSA-2162194,10501970,1999
R-HSA-2168886,10381560,1999
R-HSA-2173781,10224290,1999
R-HSA-2186607,10199400,1999
R-HSA-2197646,10103054,1999
R-HSA-2213236,10480952,1999
R-HSA-2213243,10480952,1999
R-HSA-2213244,10064083,1999
R-HSA-2213244,10631952,1999
R-HSA-2213246,10631952,1999
R-HSA-2219524,9895304,1999
R-HSA-2220988,10206645,1999
R-HSA-2243937,9895304,1999
R-HSA-2243942,9895304,1999
R-HSA-2316429,9895304,1999
R-HSA-2395320,10025398,1999
R-HSA-2395801,10072481,1999
R-HSA-2395818,10536140,1999
R-HSA-2395818,10373420,1999
R-HSA-2395849,10536140,1999
R-HSA-2396395,10022829,1999
R-HSA-2396561,10224278,1999
R-HSA-2396561,10021361,1999
R-HSA-2396594,10026222,1999
R-HSA-2399992,10102273,1999
R-HSA-2399992,10358075,1999
R-HSA-2399999,10490848,1999
R-HSA-2400001,10485710,1999
R-HSA-2404134,10052934,1999
R-HSA-2404135,9888420,1999
R-HSA-2404137,9920938,1999
R-HSA-2404140,9925661,1999
R-HSA-2404142,9920938,1999
R-HSA-2408558,10455115,1999
R-HSA-2428930,10531310,1999
R-HSA-2429643,9925661,1999
R-HSA-2453855,9920938,1999
R-HSA-2454081,10617778,1999
R-HSA-2466392,10412986,1999
R-HSA-2467665,10339611,1999
R-HSA-2467798,9892021,1999
R-HSA-2467798,10411507,1999
R-HSA-2485148,10386589,1999
R-HSA-2485148,10229672,1999
R-HSA-2514772,10229672,1999
R-HSA-2514831,10229672,1999
R-HSA-2559439,10201950,1999
R-HSA-2584246,10051575,1999
R-HSA-2584246,10564809,1999
R-HSA-2586555,10514492,1999
R-HSA-2586748,10037746,1999
R-HSA-264848,10371504,1999
R-HSA-264976,10521251,1999
R-HSA-265424,10593924,1999
R-HSA-265428,10209034,1999
R-HSA-265645,10424882,1999
R-HSA-265682,10206966,1999
R-HSA-265682,10194514,1999
R-HSA-266070,10064732,1999
R-HSA-266350,9880564,1999
R-HSA-2681667,9949188,1999
R-HSA-2730692,10564087,1999
R-HSA-2730841,10395673,1999
R-HSA-2730842,10068651,1999
R-HSA-2730843,10072481,1999
R-HSA-2730851,10026222,1999
R-HSA-2730886,10523831,1999
R-HSA-2730889,9989831,1999
R-HSA-2730892,10395673,1999
R-HSA-2990833,9920803,1999
R-HSA-2990833,10187858,1999
R-HSA-2993780,10187858,1999
R-HSA-2993780,9920803,1999
R-HSA-3000103,10080186,1999
R-HSA-3000383,9885291,1999
R-HSA-3000383,10574707,1999
R-HSA-3132737,10358095,1999
R-HSA-3149518,10484769,1999
R-HSA-3149518,10444342,1999
R-HSA-3299569,10485845,1999
R-HSA-3299569,10080941,1999
R-HSA-3322995,10521424,1999
R-HSA-3322995,10514471,1999
R-HSA-3323050,9923614,1999
R-HSA-3341343,10514471,1999
R-HSA-3371359,9880531,1999
R-HSA-3465429,9880531,1999
R-HSA-350168,10052453,1999
R-HSA-350318,10469173,1999
R-HSA-352029,10358010,1999
R-HSA-352191,10391915,1999
R-HSA-352232,10391915,1999
R-HSA-352232,10049700,1999
R-HSA-354077,10446041,1999
R-HSA-354149,10446041,1999
R-HSA-3645778,9927040,1999
R-HSA-3645786,9927040,1999
R-HSA-3662335,9880483,1999
R-HSA-372448,10369257,1999
R-HSA-372505,10440375,1999
R-HSA-372843,10585886,1999
R-HSA-373074,10229797,1999
R-HSA-373711,9950216,1999
R-HSA-373732,10393930,1999
R-HSA-373732,10541305,1999
R-HSA-374665,9858595,1999
R-HSA-374667,9858595,1999
R-HSA-374681,10611478,1999
R-HSA-375342,10462698,1999
R-HSA-375487,10446133,1999
R-HSA-375776,10485994,1999
R-HSA-376149,10102266,1999
R-HSA-376149,10102268,1999
R-HSA-376419,10235266,1999
R-HSA-376419,10542397,1999
R-HSA-3769370,10201374,1999
R-HSA-3769447,10444591,1999
R-HSA-3769447,10449787,1999
R-HSA-3772435,10517632,1999
R-HSA-3772435,10535959,1999
R-HSA-3772441,10347172,1999
R-HSA-3786258,10037601,1999
R-HSA-3788705,10548110,1999
R-HSA-379048,10191087,1999
R-HSA-379415,9878049,1999
R-HSA-380203,10329163,1999
R-HSA-381111,10026192,1999
R-HSA-381135,10564271,1999
R-HSA-381309,10075656,1999
R-HSA-381435,9922210,1999
R-HSA-381466,10218588,1999
R-HSA-381496,10026136,1999
R-HSA-381496,10681634,1999
R-HSA-381500,10512690,1999
R-HSA-381518,10077652,1999
R-HSA-381607,10318832,1999
R-HSA-381704,9920805,1999
R-HSA-382054,10508235,1999
R-HSA-382055,10508235,1999
R-HSA-382056,10508235,1999
R-HSA-382058,10508235,1999
R-HSA-382560,9878413,1999
R-HSA-382560,10196363,1999
R-HSA-382613,10551832,1999
R-HSA-388831,9973466,1999
R-HSA-388855,10498338,1999
R-HSA-388863,10461880,1999
R-HSA-388981,10100623,1999
R-HSA-389463,10079109,1999
R-HSA-389481,10364220,1999
R-HSA-389487,10364220,1999
R-HSA-389487,10583376,1999
R-HSA-389540,10521434,1999
R-HSA-389550,10521434,1999
R-HSA-389611,10468558,1999
R-HSA-389622,10198260,1999
R-HSA-389632,10198260,1999
R-HSA-389788,10470034,1999
R-HSA-389826,10484776,1999
R-HSA-389826,10524214,1999
R-HSA-390281,10486279,1999
R-HSA-390304,10092594,1999
R-HSA-390427,10415121,1999
R-HSA-390427,10215861,1999
R-HSA-390886,10347254,1999
R-HSA-391151,10469599,1999
R-HSA-391152,10469599,1999
R-HSA-391157,10469599,1999
R-HSA-391158,10572074,1999
R-HSA-391168,10572074,1999
R-HSA-391934,10036181,1999
R-HSA-391943,10462554,1999
R-HSA-391943,10391245,1999
R-HSA-3928595,10219243,1999
R-HSA-3928601,10219243,1999
R-HSA-3965441,10588714,1999
R-HSA-399939,10075701,1999
R-HSA-399952,10559936,1999
R-HSA-400097,10449730,1999
R-HSA-400097,9920805,1999
R-HSA-400143,10529898,1999
R-HSA-400183,10529898,1999
R-HSA-400204,10529898,1999
R-HSA-400256,10531061,1999
R-HSA-4084980,10536037,1999
R-HSA-4084984,10206952,1999
R-HSA-4084984,10504389,1999
R-HSA-4084994,10405317,1999
R-HSA-4085021,10334995,1999
R-HSA-4085021,10330343,1999
R-HSA-4085021,10431835,1999
R-HSA-4085028,10334995,1999
R-HSA-4085028,10330343,1999
R-HSA-4085028,10431835,1999
R-HSA-4085029,10191093,1999
R-HSA-4086216,10366422,1999
R-HSA-4086393,10588714,1999
R-HSA-416516,10567430,1999
R-HSA-418170,9924018,1999
R-HSA-418904,10029519,1999
R-HSA-418925,10496952,1999
R-HSA-419003,10225955,1999
R-HSA-419011,10225955,1999
R-HSA-419389,10488122,1999
R-HSA-419428,10488065,1999
R-HSA-419490,10228183,1999
R-HSA-419841,10581022,1999
R-HSA-419841,10234000,1999
R-HSA-420123,9990065,1999
R-HSA-420123,10322410,1999
R-HSA-420214,10217420,1999
R-HSA-420818,10564271,1999
R-HSA-421831,10394364,1999
R-HSA-425483,10347222,1999
R-HSA-425483,10362779,1999
R-HSA-425577,10362779,1999
R-HSA-425994,10444453,1999
R-HSA-425994,9933641,1999
R-HSA-426032,10348910,1999
R-HSA-426155,10347194,1999
R-HSA-426155,10600773,1999
R-HSA-426209,9930701,1999
R-HSA-426223,9930701,1999
R-HSA-427337,10471499,1999
R-HSA-427605,10516278,1999
R-HSA-427656,10329428,1999
R-HSA-427656,10198426,1999
R-HSA-428287,9891060,1999
R-HSA-428293,9891060,1999
R-HSA-428296,9891060,1999
R-HSA-428585,10581036,1999
R-HSA-429449,10026222,1999
R-HSA-429581,10329687,1999
R-HSA-429581,10334869,1999
R-HSA-432049,10564231,1999
R-HSA-432706,10394364,1999
R-HSA-433099,10535998,1999
R-HSA-4332356,10391246,1999
R-HSA-4332356,10488343,1999
R-HSA-4332356,10380924,1999
R-HSA-4332390,10395542,1999
R-HSA-433698,10493836,1999
R-HSA-434989,10520995,1999
R-HSA-4411402,10391247,1999
R-HSA-4420117,10037737,1999
R-HSA-442422,10364181,1999
R-HSA-442422,10610721,1999
R-HSA-442586,10219243,1999
R-HSA-442739,10480933,1999
R-HSA-442760,10373510,1999
R-HSA-444208,10381885,1999
R-HSA-445079,10608864,1999
R-HSA-445113,10499587,1999
R-HSA-445448,10050855,1999
R-HSA-446202,10359825,1999
R-HSA-446211,10359825,1999
R-HSA-446214,10359825,1999
R-HSA-448955,9988769,1999
R-HSA-448955,10330143,1999
R-HSA-448955,9858528,1999
R-HSA-449087,10438516,1999
R-HSA-449715,10198162,1999
R-HSA-450031,10477686,1999
R-HSA-450400,10330172,1999
R-HSA-450434,10559216,1999
R-HSA-450551,10205060,1999
R-HSA-451634,9950430,1999
R-HSA-4568737,10432220,1999
R-HSA-4641229,10485845,1999
R-HSA-4641231,10559189,1999
R-HSA-4641231,10485845,1999
R-HSA-4649028,9887105,1999
R-HSA-507868,10564231,1999
R-HSA-507868,10510269,1999
R-HSA-507869,10510269,1999
R-HSA-507869,10564231,1999
R-HSA-507870,10564231,1999
R-HSA-507870,10510269,1999
R-HSA-507871,10510269,1999
R-HSA-507871,10564231,1999
R-HSA-507873,10564231,1999
R-HSA-507875,10564231,1999
R-HSA-508040,10037775,1999
R-HSA-508162,10195903,1999
R-HSA-508162,10198631,1999
R-HSA-508163,10198631,1999
R-HSA-508247,10455108,1999
R-HSA-5211400,10580119,1999
R-HSA-5218805,10421574,1999
R-HSA-5218814,10075701,1999
R-HSA-5218820,10395673,1999
R-HSA-5223305,9847332,1999
R-HSA-5228508,9885291,1999
R-HSA-5228508,10574707,1999
R-HSA-5229132,10436028,1999
R-HSA-5229343,10196136,1999
R-HSA-5229343,10421629,1999
R-HSA-5229343,10581160,1999
R-HSA-5251959,9920933,1999
R-HSA-5252079,9873016,1999
R-HSA-5323526,10481074,1999
R-HSA-5323526,10428961,1999
R-HSA-5334050,10375506,1999
R-HSA-5334151,10551868,1999
R-HSA-5340130,10571941,1999
R-HSA-5340195,10334992,1999
R-HSA-5340195,10334993,1999
R-HSA-5340251,10334992,1999
R-HSA-5340251,10334993,1999
R-HSA-5357472,10075701,1999
R-HSA-5358579,9882630,1999
R-HSA-5358912,10078208,1999
R-HSA-5362422,10619433,1999
R-HSA-5362518,10329026,1999
R-HSA-5362721,10369264,1999
R-HSA-549297,10072434,1999
R-HSA-5577237,10219239,1999
R-HSA-5603114,10514445,1999
R-HSA-5604929,10026158,1999
R-HSA-561041,10049739,1999
R-HSA-561041,9950961,1999
R-HSA-561041,9887087,1999
R-HSA-5610723,10564661,1999
R-HSA-5610723,10433824,1999
R-HSA-5622129,10493790,1999
R-HSA-5623622,10619026,1999
R-HSA-5623622,9988689,1999
R-HSA-5624952,10069812,1999
R-HSA-5626938,10549281,1999
R-HSA-5628905,10329961,1999
R-HSA-5629187,9926927,1999
R-HSA-5633256,10493790,1999
R-HSA-5635846,10075717,1999
R-HSA-5637800,10579907,1999
R-HSA-5649873,10364231,1999
R-HSA-5654147,10579907,1999
R-HSA-5654148,10579907,1999
R-HSA-5654149,10579907,1999
R-HSA-5654151,10579907,1999
R-HSA-5654157,10579907,1999
R-HSA-5654165,10579907,1999
R-HSA-5654169,10579907,1999
R-HSA-5654222,10579907,1999
R-HSA-5654748,10579907,1999
R-HSA-5655243,10579907,1999
R-HSA-5655247,10579907,1999
R-HSA-5655301,10579907,1999
R-HSA-5655336,10579907,1999
R-HSA-5655341,10579907,1999
R-HSA-5658104,10319874,1999
R-HSA-5662608,10542048,1999
R-HSA-5668605,10455184,1999
R-HSA-5668629,10072071,1999
R-HSA-5668984,10092231,1999
R-HSA-5669012,10484778,1999
R-HSA-5669013,10484778,1999
R-HSA-5669023,10085077,1999
R-HSA-5671993,9870943,1999
R-HSA-5671993,9870942,1999
R-HSA-5672304,10473551,1999
R-HSA-5672950,10205168,1999
R-HSA-5672954,9858547,1999
R-HSA-5672969,10205168,1999
R-HSA-5672972,9858547,1999
R-HSA-5672972,10209122,1999
R-HSA-5672972,10409742,1999
R-HSA-5674496,10567369,1999
R-HSA-5675417,10490027,1999
R-HSA-5675456,9880531,1999
R-HSA-5675947,10074428,1999
R-HSA-5675948,10597252,1999
R-HSA-5676599,10359578,1999
R-HSA-5676607,10359578,1999
R-HSA-5676607,10398604,1999
R-HSA-5676917,10375640,1999
R-HSA-5676917,10567350,1999
R-HSA-5676940,10452521,1999
R-HSA-5679041,10421658,1999
R-HSA-5682018,10037601,1999
R-HSA-5684864,10580105,1999
R-HSA-5685607,10499918,1999
R-HSA-5685902,10580105,1999
R-HSA-5687284,10485905,1999
R-HSA-5690565,10229681,1999
R-HSA-5690701,9890995,1999
R-HSA-5690845,10385526,1999
R-HSA-5691000,10526214,1999
R-HSA-5691006,10391953,1999
R-HSA-5691150,10409623,1999
R-HSA-5691176,10597293,1999
R-HSA-5693061,10383417,1999
R-HSA-5693551,10550055,1999
R-HSA-5693564,10438626,1999
R-HSA-5693564,10212258,1999
R-HSA-5693564,9837724,1999
R-HSA-5693783,10085079,1999
R-HSA-5693807,10094192,1999
R-HSA-5694082,10438732,1999
R-HSA-5694425,10445031,1999
R-HSA-5694425,10559959,1999
R-HSA-5694428,10559958,1999
R-HSA-5694487,10430883,1999
R-HSA-5696810,10444065,1999
R-HSA-622310,10329646,1999
R-HSA-622420,10329646,1999
R-HSA-6781764,10444327,1999
R-HSA-6782336,10430867,1999
R-HSA-6783221,10508780,1999
R-HSA-6784189,10586060,1999
R-HSA-6784204,10586060,1999
R-HSA-6784791,10433356,1999
R-HSA-6786012,10330415,1999
R-HSA-6786048,10464296,1999
R-HSA-6786101,10219247,1999
R-HSA-6790907,10606270,1999
R-HSA-6791035,10205180,1999
R-HSA-6792572,10103005,1999
R-HSA-6794346,9927700,1999
R-HSA-6795473,10191262,1999
R-HSA-6797913,10444331,1999
R-HSA-6798489,10026247,1999
R-HSA-6799332,10435622,1999
R-HSA-6799332,9925639,1999
R-HSA-6800052,10400691,1999
R-HSA-6800052,10585467,1999
R-HSA-6803523,9858549,1999
R-HSA-6803753,10610717,1999
R-HSA-6803761,9990133,1999
R-HSA-6803875,10524633,1999
R-HSA-6804229,10518217,1999
R-HSA-6804242,10518217,1999
R-HSA-6804402,10329733,1999
R-HSA-6804741,10608892,1999
R-HSA-6804879,10347217,1999
R-HSA-6805276,10604467,1999
R-HSA-6805276,10500146,1999
R-HSA-6806831,10611283,1999
R-HSA-6806877,10453732,1999
R-HSA-6807052,10391219,1999
R-HSA-6807052,10391218,1999
R-HSA-6807214,10068650,1999
R-HSA-6807872,10318838,1999
R-HSA-6807875,10052452,1999
R-HSA-6807875,9990005,1999
R-HSA-6809808,10419495,1999
R-HSA-6810234,10022900,1999
R-HSA-6810238,10022900,1999
R-HSA-6810899,10231017,1999
R-HSA-6810899,10196183,1999
R-HSA-6811412,10318838,1999
R-HSA-6811417,10052452,1999
R-HSA-6811417,9990005,1999
R-HSA-6811422,10445031,1999
R-HSA-6811422,10559959,1999
R-HSA-6814091,10209123,1999
R-HSA-6814678,10445031,1999
R-HSA-6814678,10559959,1999
R-HSA-6814683,10445031,1999
R-HSA-6814683,10559959,1999
R-HSA-68849,10436018,1999
R-HSA-68917,10518787,1999
R-HSA-68918,10373557,1999
R-HSA-68918,10523313,1999
R-HSA-69005,10339564,1999
R-HSA-69006,10339564,1999
R-HSA-69199,10454565,1999
R-HSA-69562,10323868,1999
R-HSA-69685,10570149,1999
R-HSA-70609,11015561,1999
R-HSA-70634,10369256,1999
R-HSA-70859,9889013,1999
R-HSA-71296,10518023,1999
R-HSA-71541,10487978,1999
R-HSA-71588,10487978,1999
R-HSA-71691,10631996,1999
R-HSA-71707,10441588,1999
R-HSA-71723,10631996,1999
R-HSA-71802,10095107,1999
R-HSA-72180,10371034,1999
R-HSA-72180,10357856,1999
R-HSA-72185,10357856,1999
R-HSA-72621,10364207,1999
R-HSA-72697,9732867,1999
R-HSA-73739,10082553,1999
R-HSA-741450,10393322,1999
R-HSA-74255,10075721,1999
R-HSA-74733,9609117,1999
R-HSA-74740,10218944,1999
R-HSA-74885,10037746,1999
R-HSA-75016,10330186,1999
R-HSA-75016,9889122,1999
R-HSA-75081,10207048,1999
R-HSA-75096,10323864,1999
R-HSA-75096,10228171,1999
R-HSA-75809,10435585,1999
R-HSA-75879,10215861,1999
R-HSA-75949,10024882,1999
R-HSA-77312,10231530,1999
R-HSA-83791,10421633,1999
R-HSA-877269,10421843,1999
R-HSA-877269,10064597,1999
R-HSA-879411,10531386,1999
R-HSA-879575,10358072,1999
R-HSA-879575,10601278,1999
R-HSA-879585,10518211,1999
R-HSA-8847544,9915833,1999
R-HSA-8847875,10189370,1999
R-HSA-8848392,10023777,1999
R-HSA-8848484,10359595,1999
R-HSA-8849348,10562278,1999
R-HSA-8849348,10359595,1999
R-HSA-8849348,10559986,1999
R-HSA-8850846,10470077,1999
R-HSA-8850854,10470077,1999
R-HSA-8851089,10510450,1999
R-HSA-8851356,10400613,1999
R-HSA-8853686,10513892,1999
R-HSA-8854303,10202141,1999
R-HSA-8854408,10191299,1999
R-HSA-8854466,10571241,1999
R-HSA-8856945,10600115,1999
R-HSA-8863013,10604467,1999
R-HSA-8863587,10604467,1999
R-HSA-8863718,10613896,1999
R-HSA-8864381,10497269,1999
R-HSA-8865275,10508235,1999
R-HSA-8865276,10508235,1999
R-HSA-8866279,10567358,1999
R-HSA-8866283,10097102,1999
R-HSA-8867135,11207550,1999
R-HSA-8867240,10606205,1999
R-HSA-8867613,10436022,1999
R-HSA-8868648,10535736,1999
R-HSA-8868651,10542231,1999
R-HSA-8868651,10535736,1999
R-HSA-8868661,10559861,1999
R-HSA-8869241,10022914,1999
R-HSA-8869425,10196188,1999
R-HSA-8869607,10613898,1999
R-HSA-8869627,10613898,1999
R-HSA-8870499,10559940,1999
R-HSA-8871194,10559924,1999
R-HSA-8871196,10559856,1999
R-HSA-8874079,10521801,1999
R-HSA-8875540,10618718,1999
R-HSA-8876497,10406800,1999
R-HSA-8876696,10438503,1999
R-HSA-8878143,10531362,1999
R-HSA-8878654,10506173,1999
R-HSA-8878664,10545938,1999
R-HSA-8933258,10224102,1999
R-HSA-8933292,10224102,1999
R-HSA-8937177,10409767,1999
R-HSA-8937191,10409767,1999
R-HSA-8938076,10331643,1999
R-HSA-8938300,10567687,1999
R-HSA-8938913,10207087,1999
R-HSA-8938938,10207087,1999
R-HSA-8938951,10455134,1999
R-HSA-8938965,10455134,1999
R-HSA-8938965,10207087,1999
R-HSA-8939082,10533284,1999
R-HSA-8939204,10588810,1999
R-HSA-8939204,10207098,1999
R-HSA-8941895,10385618,1999
R-HSA-8944349,10485845,1999
R-HSA-8944352,10485845,1999
R-HSA-8950448,10415122,1999
R-HSA-8950778,9890938,1999
R-HSA-8951442,10318916,1999
R-HSA-8951442,10201372,1999
R-HSA-8951498,10480952,1999
R-HSA-8951498,10593899,1999
R-HSA-8951676,10228168,1999
R-HSA-8951850,9915832,1999
R-HSA-8952044,10597293,1999
R-HSA-8952251,10092508,1999
R-HSA-8952618,10597293,1999
R-HSA-8952638,10597293,1999
R-HSA-8953917,10562279,1999
R-HSA-8956025,10597293,1999
R-HSA-8956106,9891082,1999
R-HSA-8956106,10535940,1999
R-HSA-8961021,10368295,1999
R-HSA-8961863,10597240,1999
R-HSA-8961961,10454584,1999
R-HSA-8963864,10052453,1999
R-HSA-8979996,10358049,1999
R-HSA-8981574,10987651,1999
R-HSA-8981926,10470034,1999
R-HSA-8981931,10470034,1999
R-HSA-8985293,10572046,1999
R-HSA-9009371,10500157,1999
R-HSA-901024,10409699,1999
R-HSA-901036,10409699,1999
R-HSA-901039,10409699,1999
R-HSA-901074,10409699,1999
R-HSA-9016526,10215629,1999
R-HSA-9033236,10022913,1999
R-HSA-9033238,10022913,1999
R-HSA-9033527,10562279,1999
R-HSA-909720,10395669,1999
R-HSA-909732,10542297,1999
R-HSA-912757,10477722,1999
R-HSA-913374,10570274,1999
R-HSA-913424,10207047,1999
R-HSA-913451,10477722,1999
R-HSA-914012,9915862,1999
R-HSA-914018,9915862,1999
R-HSA-914018,9988682,1999
R-HSA-933527,10581243,1999
R-HSA-936802,10401004,1999
R-HSA-936802,10484781,1999
R-HSA-947531,9990024,1999
R-HSA-947647,10604470,1999
R-HSA-947673,10421367,1999
R-HSA-947673,10421368,1999
R-HSA-975040,10330177,1999
R-HSA-975311,9950429,1999
R-HSA-975340,10449790,1999
R-HSA-975449,10542332,1999
R-HSA-975608,9920938,1999
R-HSA-975903,10570912,1999
R-HSA-975916,10395745,1999
R-HSA-976734,10583407,1999
R-HSA-977317,10455107,1999
R-HSA-977629,10531307,1999
R-HSA-981497,10504389,1999
R-HSA-983144,10600378,1999
R-HSA-983146,10064069,1999
R-HSA-996755,9927674,1999
R-HSA-997309,10022928,1999
R-NUL-1169195,10551777,1999
R-NUL-1169195,10585430,1999
R-NUL-517516,10097073,1999
R-NUL-8950050,10198225,1999
R-NUL-9010914,10102268,1999
R-NUL-9030372,10533983,1999
R-NUL-9030450,10486198,1999
R-NUL-9031971,10486198,1999
R-HSA-1011600,11062261,2000
R-HSA-1022129,11425186,2000
R-HSA-1022129,10766765,2000
R-HSA-1022129,11421344,2000
R-HSA-1022133,11425186,2000
R-HSA-1022133,10766765,2000
R-HSA-1022133,11421344,2000
R-HSA-1028788,10814706,2000
R-HSA-109470,10681516,2000
R-HSA-109480,10681516,2000
R-HSA-109514,10899995,2000
R-HSA-110171,11056019,2000
R-HSA-110172,10930409,2000
R-HSA-110213,10882850,2000
R-HSA-110229,10882850,2000
R-HSA-110231,11056019,2000
R-HSA-110232,10930409,2000
R-HSA-110235,10706276,2000
R-HSA-110237,10684930,2000
R-HSA-110243,10706276,2000
R-HSA-110246,10684930,2000
R-HSA-110307,10760286,2000
R-HSA-110308,10760286,2000
R-HSA-110316,10856253,2000
R-HSA-110317,10856253,2000
R-HSA-110317,10801132,2000
R-HSA-110319,10856253,2000
R-HSA-110319,10801132,2000
R-HSA-110322,10660610,2000
R-HSA-110364,10744741,2000
R-HSA-110371,10959839,2000
R-HSA-1112755,10777583,2000
R-HSA-111742,10884394,2000
R-HSA-111751,10884394,2000
R-HSA-111804,10716435,2000
R-HSA-111804,10884394,2000
R-HSA-111879,11118617,2000
R-HSA-113503,11003670,2000
R-HSA-114264,10629050,2000
R-HSA-114361,11084335,2000
R-HSA-114440,10929711,2000
R-HSA-114544,10648409,2000
R-HSA-114684,10856305,2000
R-HSA-114688,11015615,2000
R-HSA-1168636,10934204,2000
R-HSA-1168636,10777492,2000
R-HSA-1168636,10835426,2000
R-HSA-1169399,11095724,2000
R-HSA-1181149,11117535,2000
R-HSA-1181153,11117535,2000
R-HSA-1183128,11069618,2000
R-HSA-1225919,10822381,2000
R-HSA-1234163,10973499,2000
R-HSA-1234163,10878807,2000
R-HSA-1234169,10823831,2000
