Reaction,PubMed,Year
R-HSA-71660,3529090,1986
R-HSA-71676,3457020,1986
R-HSA-73916,3709573,1986
R-HSA-74059,2835761,1986
R-HSA-74181,3709573,1986
R-HSA-8851797,2871555,1986
R-HSA-8878787,3458202,1986
R-HSA-8940959,3525564,1986
R-HSA-8951850,3001071,1986
R-HSA-8982641,2871555,1986
R-HSA-8982645,2871555,1986
R-HSA-936897,2430951,1986
R-HSA-981535,2420889,1986
R-NUL-2465871,2430969,1986
R-HSA-109278,3036115,1987
R-HSA-109291,2826576,1987
R-HSA-1112666,3500860,1987
R-HSA-112033,3029074,1987
R-HSA-112034,3029074,1987
R-HSA-1247668,3119859,1987
R-HSA-1362485,2825030,1987
R-HSA-1454822,3038863,1987
R-HSA-1474197,3038863,1987
R-HSA-1474213,3038863,1987
R-HSA-158744,2962641,1987
R-HSA-158747,2962641,1987
R-HSA-158756,2962641,1987
R-HSA-158781,2962641,1987
R-HSA-158893,2440681,1987
R-HSA-1606839,2953589,1987
R-HSA-163310,3594571,1987
R-HSA-163625,2826231,1987
R-HSA-164377,3104109,1987
R-HSA-164500,3629244,1987
R-HSA-164510,2441877,1987
R-HSA-164510,3629244,1987
R-HSA-164524,3629244,1987
R-HSA-167087,2825027,1987
R-HSA-1678854,3468507,1987
R-HSA-168306,3663665,1987
R-HSA-173115,3032450,1987
R-HSA-189488,3805019,1987
R-HSA-190168,3805019,1987
R-HSA-192830,3783823,1987
R-HSA-193964,3038528,1987
R-HSA-193981,3038528,1987
R-HSA-194023,2889032,1987
R-HSA-194922,2825022,1987
R-HSA-1980056,3153318,1987
R-HSA-2028294,2443571,1987
R-HSA-209891,3443096,1987
R-HSA-2161917,3579953,1987
R-HSA-2162226,3468507,1987
R-HSA-2162227,3468507,1987
R-HSA-2173778,3467373,1987
R-HSA-2395223,3595596,1987
R-HSA-265296,3118366,1987
R-HSA-266012,3563417,1987
R-HSA-266051,3118366,1987
R-HSA-3341397,3619451,1987
R-HSA-3341397,3693360,1987
R-HSA-373813,3098319,1987
R-HSA-390649,3443095,1987
R-HSA-390663,2823383,1987
R-HSA-390673,3443095,1987
R-HSA-390674,2825170,1987
R-HSA-390674,3025863,1987
R-HSA-400496,2890159,1987
R-HSA-418365,2953725,1987
R-HSA-420489,3616618,1987
R-HSA-427910,2953725,1987
R-HSA-5655955,3805044,1987
R-HSA-5676966,3624258,1987
R-HSA-5685345,3440704,1987
R-HSA-5687520,3440704,1987
R-HSA-6801342,3801490,1987
R-HSA-70467,2960695,1987
R-HSA-70510,3435492,1987
R-HSA-70510,2440048,1987
R-HSA-70745,3597357,1987
R-HSA-71130,3033643,1987
R-HSA-71849,3435492,1987
R-HSA-71849,2440048,1987
R-HSA-71850,3453121,1987
R-HSA-74242,3029074,1987
R-HSA-74249,3029074,1987
R-HSA-77319,3597357,1987
R-HSA-77327,3597357,1987
R-HSA-77338,3597357,1987
R-HSA-77345,3597357,1987
R-HSA-8866277,2890644,1987
R-HSA-8940388,2443973,1987
R-HSA-8951690,3032450,1987
R-HSA-9011997,3677090,1987
R-HSA-9012315,3498214,1987
R-HSA-976801,2956252,1987
R-HSA-977224,3675579,1987
R-NUL-9023166,2822027,1987
R-NUL-9023186,2822027,1987
R-HSA-109671,2844225,1988
R-HSA-114688,2841328,1988
R-HSA-114689,2841328,1988
R-HSA-1237325,3136125,1988
R-HSA-139855,2457808,1988
R-HSA-140664,3052293,1988
R-HSA-140686,3052293,1988
R-HSA-140777,3275472,1988
R-HSA-1483174,3057511,1988
R-HSA-1564142,3223920,1988
R-HSA-158118,3134349,1988
R-HSA-158137,3134349,1988
R-HSA-1592371,3058116,1988
R-HSA-1605595,2970528,1988
R-HSA-1605595,2971395,1988
R-HSA-1605632,2965147,1988
R-HSA-1605632,2971395,1988
R-HSA-1605724,3136930,1988
R-HSA-1638032,3196333,1988
R-HSA-1638053,2971395,1988
R-HSA-164524,2846352,1988
R-HSA-167484,2449431,1988
R-HSA-173705,3052276,1988
R-HSA-173709,3052276,1988
R-HSA-173720,3052276,1988
R-HSA-173723,3052276,1988
R-HSA-173754,3421908,1988
R-HSA-176059,3372534,1988
R-HSA-183122,3052276,1988
R-HSA-183126,3052276,1988
R-HSA-183130,3052276,1988
R-HSA-1855221,2841328,1988
R-HSA-188979,2452973,1988
R-HSA-188985,3227291,1988
R-HSA-191114,2452973,1988
R-HSA-192851,3243763,1988
R-HSA-2002460,3173483,1988
R-HSA-200644,3053686,1988
R-HSA-200661,3053686,1988
R-HSA-200711,3053686,1988
R-HSA-200718,3053686,1988
R-HSA-200740,3053686,1988
R-HSA-2022405,2846041,1988
R-HSA-209903,3372503,1988
R-HSA-2105001,2971395,1988
R-HSA-2161745,2836406,1988
R-HSA-2161792,2836406,1988
R-HSA-2162066,2848805,1988
R-HSA-2162225,2971395,1988
R-HSA-2168897,2833500,1988
R-HSA-2404200,2839228,1988
R-HSA-2404200,2969892,1988
R-HSA-2408554,3350800,1988
R-HSA-2485180,3164688,1988
R-HSA-2514867,2457685,1988
R-HSA-2530429,2466593,1988
R-HSA-2530453,2466593,1988
R-HSA-2581474,3164688,1988
R-HSA-2581488,3164688,1988
R-HSA-265296,3164719,1988
R-HSA-266051,3164719,1988
R-HSA-266328,2833496,1988
R-HSA-266350,2833496,1988
R-HSA-2730870,2833705,1988
R-HSA-2731141,2963012,1988
R-HSA-3266557,2971659,1988
R-HSA-3371353,2848815,1988
R-HSA-373791,3260265,1988
R-HSA-373813,2970963,1988
R-HSA-374331,3366244,1988
R-HSA-374680,2448316,1988
R-HSA-379044,3127824,1988
R-HSA-380073,2834384,1988
R-HSA-380586,2892215,1988
R-HSA-388863,3202875,1988
R-HSA-389684,3416563,1988
R-HSA-390649,3272174,1988
R-HSA-392874,3141418,1988
R-HSA-398193,2841328,1988
R-HSA-399998,2841328,1988
R-HSA-4084999,3136930,1988
R-HSA-418309,2844759,1988
R-HSA-419197,2966156,1988
R-HSA-432010,3049610,1988
R-HSA-432054,3049610,1988
R-HSA-507868,3049610,1988
R-HSA-507870,3049610,1988
R-HSA-5210892,3149607,1988
R-HSA-5210923,3149607,1988
R-HSA-5358484,3346227,1988
R-HSA-5358579,2842325,1988
R-HSA-5423653,3372534,1988
R-HSA-5662471,3365415,1988
R-HSA-5672973,3287375,1988
R-HSA-5685902,3366248,1988
R-HSA-5692237,3278908,1988
R-HSA-5692237,3365377,1988
R-HSA-6807144,3286634,1988
R-HSA-6807581,3286634,1988
R-HSA-70449,3170585,1988
R-HSA-70482,3170585,1988
R-HSA-70494,3208766,1988
R-HSA-70609,3214421,1988
R-HSA-71495,3355497,1988
R-HSA-71496,3355497,1988
R-HSA-71552,2961257,1988
R-HSA-71593,2961257,1988
R-HSA-71654,2846554,1988
R-HSA-71660,3208766,1988
R-HSA-71660,2462567,1988
R-HSA-71670,3126495,1988
R-HSA-71802,3052289,1988
R-HSA-71802,2837207,1988
R-HSA-72130,2963332,1988
R-HSA-72670,3356695,1988
R-HSA-72722,3356695,1988
R-HSA-73598,2844225,1988
R-HSA-73632,3372530,1988
R-HSA-73632,3335503,1988
R-HSA-74059,2473195,1988
R-HSA-74059,2837463,1988
R-HSA-74207,2845866,1988
R-HSA-74241,3182793,1988
R-HSA-74248,2848805,1988
R-HSA-74715,3166375,1988
R-HSA-749456,2834384,1988
R-HSA-74948,3164688,1988
R-HSA-75862,2449431,1988
R-HSA-83660,2848815,1988
R-HSA-880002,3182820,1988
R-HSA-880033,3182820,1988
R-HSA-8855711,2834401,1988
R-HSA-8866277,3417785,1988
R-HSA-8937419,2897122,1988
R-HSA-8939201,3167974,1988
R-HSA-8940388,3422494,1988
R-HSA-8960973,3170584,1988
R-HSA-9011997,3045126,1988
R-HSA-9012315,3281094,1988
R-HSA-9036727,3049072,1988
R-HSA-936897,2838329,1988
R-HSA-964759,3346233,1988
R-HSA-975340,2847710,1988
R-HSA-982807,3349036,1988
R-HSA-983146,2450918,1988
R-HSA-983194,3130248,1988
R-HSA-983194,3134048,1988
R-HSA-994020,3409321,1988
R-NUL-9023165,3283564,1988
R-NUL-9023180,3283564,1988
R-HSA-1006143,2481448,1989
R-HSA-1067640,2788034,1989
R-HSA-1067651,2788034,1989
R-HSA-1067667,2788034,1989
R-HSA-1067688,2788034,1989
R-HSA-109671,2539852,1989
R-HSA-110141,2542324,1989
R-HSA-111742,2668278,1989
R-HSA-111751,2668278,1989
R-HSA-111804,2668278,1989
R-HSA-1247668,2506737,1989
R-HSA-1247844,2472219,1989
R-HSA-140761,2704749,1989
R-HSA-140840,2742826,1989
R-HSA-141026,2538457,1989
R-HSA-141040,2538457,1989
R-HSA-141046,2538457,1989
R-HSA-141186,2764901,1989
R-HSA-1461971,2668334,1989
R-HSA-1462003,2500436,1989
R-HSA-1482816,2925608,1989
R-HSA-1482887,2925633,1989
R-HSA-1524186,2472219,1989
R-HSA-1564120,2537292,1989
R-HSA-1564142,2548603,1989
R-HSA-1564164,2548603,1989
R-HSA-158118,2505252,1989
R-HSA-158137,2502206,1989
R-HSA-158137,2505252,1989
R-HSA-158747,2496749,1989
R-HSA-158750,2496749,1989
R-HSA-158795,2503541,1989
R-HSA-158800,2503541,1989
R-HSA-158925,2521625,1989
R-HSA-158982,2521625,1989
R-HSA-159005,2544876,1989
R-HSA-159803,2738071,1989
R-HSA-1602368,2925608,1989
R-HSA-1602374,2925608,1989
R-HSA-1602377,2925608,1989
R-HSA-1602398,2925608,1989
R-HSA-1602417,2925608,1989
R-HSA-1602446,2925608,1989
R-HSA-1602454,2551898,1989
R-HSA-1604722,2557753,1989
R-HSA-1606807,2562955,1989
R-HSA-1606839,2668275,1989
R-HSA-163215,2648994,1989
R-HSA-164381,2491850,1989
R-HSA-164500,2541505,1989
R-HSA-164508,2788443,1989
R-HSA-164522,2539592,1989
R-HSA-165027,2556643,1989
R-HSA-1650808,2543975,1989
R-HSA-166015,2477488,1989
R-HSA-171122,2722848,1989
R-HSA-177934,2543678,1989
R-HSA-1855221,2550068,1989
R-HSA-1861621,2529342,1989
R-HSA-186780,2466336,1989
R-HSA-193052,2770297,1989
R-HSA-193965,2592361,1989
R-HSA-193995,2592361,1989
R-HSA-193997,2592361,1989
R-HSA-194017,2592361,1989
R-HSA-194311,2479986,1989
R-HSA-196350,2770297,1989
R-HSA-1963582,2543678,1989
R-HSA-196372,2770297,1989
R-HSA-196950,2775236,1989
R-HSA-200326,2914937,1989
R-HSA-202214,2530588,1989
R-HSA-2022405,2558510,1989
R-HSA-2028294,2708524,1989
R-HSA-2029457,2474607,1989
R-HSA-2065355,2558510,1989
R-HSA-209859,2590185,1989
R-HSA-209924,2590185,1989
R-HSA-212706,2472219,1989
R-HSA-212710,2472219,1989
R-HSA-2161659,2717650,1989
R-HSA-2161791,2501828,1989
R-HSA-2161949,2722835,1989
R-HSA-2161979,2549038,1989
R-HSA-2162066,2549385,1989
R-HSA-2168886,2806549,1989
R-HSA-2255342,2550440,1989
R-HSA-2404140,2793848,1989
R-HSA-2408525,2537056,1989
R-HSA-2408540,2537056,1989
R-HSA-2429643,2793848,1989
R-HSA-2485180,2748346,1989
R-HSA-2514865,2467600,1989
R-HSA-2530429,2465906,1989
R-HSA-2530453,2465906,1989
R-HSA-2559439,2462607,1989
R-HSA-264976,2669954,1989
R-HSA-266012,2768222,1989
R-HSA-266070,2753893,1989
R-HSA-2855020,2536303,1989
R-HSA-3000074,2777761,1989
R-HSA-3132759,2777761,1989
R-HSA-3159259,2567699,1989
R-HSA-3245898,2777761,1989
R-HSA-375151,2809592,1989
R-HSA-379044,2553705,1989
R-HSA-380073,2748346,1989
R-HSA-380073,2534964,1989
R-HSA-381412,2479552,1989
R-HSA-381496,2476804,1989
R-HSA-388560,2649896,1989
R-HSA-390674,2570461,1989
R-HSA-390846,2532362,1989
R-HSA-390909,2553705,1989
R-HSA-391375,2558651,1989
R-HSA-391941,2548477,1989
R-HSA-391942,2474350,1989
R-HSA-392051,2809592,1989
R-HSA-392053,2809592,1989
R-HSA-420265,2608057,1989
R-HSA-420883,2534964,1989
R-HSA-425482,2594752,1989
R-HSA-425994,2536298,1989
R-HSA-445699,2526655,1989
R-HSA-445700,2526655,1989
R-HSA-445700,2764880,1989
R-HSA-445705,2526655,1989
R-HSA-445813,2526655,1989
R-HSA-445813,2764880,1989
R-HSA-453337,2667896,1989
R-HSA-453339,2667896,1989
R-HSA-453356,2667896,1989
R-HSA-453358,2667896,1989
R-HSA-5210892,2509294,1989
R-HSA-5210923,2509294,1989
R-HSA-5433072,2573352,1989
R-HSA-5637795,2472219,1989
R-HSA-5652195,2691249,1989
R-HSA-5662471,2691249,1989
R-HSA-5678863,2475911,1989
R-HSA-5684864,2515193,1989
R-HSA-5684864,2587265,1989
R-HSA-5685902,2515193,1989
R-HSA-5685902,2587265,1989
R-HSA-5690319,2530630,1989
R-HSA-5696810,2470644,1989
R-HSA-6783524,2779549,1989
R-HSA-6783552,2779549,1989
R-HSA-6783955,2722838,1989
R-HSA-6799495,2537226,1989
R-HSA-6807214,2664828,1989
R-HSA-70449,2793178,1989
R-HSA-70599,2564390,1989
R-HSA-71010,2567699,1989
R-HSA-71260,2925663,1989
R-HSA-71515,2667896,1989
R-HSA-71590,2667896,1989
R-HSA-72670,2491852,1989
R-HSA-72722,2491852,1989
R-HSA-73598,2542307,1989
R-HSA-73598,2539852,1989
R-HSA-73598,2548513,1989
R-HSA-73605,2656695,1989
R-HSA-73729,2805069,1989
R-HSA-74220,2542324,1989
R-HSA-74723,3061785,1989
R-HSA-74726,3061785,1989
R-HSA-74948,2550422,1989
R-HSA-74948,2540796,1989
R-HSA-75079,2524422,1989
R-HSA-879907,2681215,1989
R-HSA-8866405,2668278,1989
R-HSA-8866857,2475911,1989
R-HSA-8866857,2570460,1989
R-HSA-8940134,2605182,1989
R-HSA-8943279,2573352,1989
R-HSA-8951486,2481448,1989
R-HSA-8960973,2542268,1989
R-HSA-8981570,2656669,1989
R-HSA-8982637,2534964,1989
R-HSA-8982640,2534964,1989
R-HSA-9009541,2919170,1989
R-HSA-9018494,2919170,1989
R-HSA-913360,2555171,1989
R-HSA-936897,2559024,1989
R-HSA-936897,2477373,1989
R-HSA-975340,2465923,1989
R-HSA-983266,2522352,1989
R-HSA-983266,2521221,1989
R-NUL-2485115,2548603,1989
R-NUL-2731112,2521631,1989
R-HSA-1067651,2261637,1990
R-HSA-109278,2129526,1990
R-HSA-109291,2129526,1990
R-HSA-109380,2344353,1990
R-HSA-109387,2344353,1990
R-HSA-109470,2157703,1990
R-HSA-109480,2157703,1990
R-HSA-112033,2104852,1990
R-HSA-112034,2104852,1990
R-HSA-1237047,2111324,1990
R-HSA-1237059,2111324,1990
R-HSA-1247844,1689311,1990
R-HSA-139854,1693919,1990
R-HSA-140736,2248955,1990
R-HSA-140823,2248955,1990
R-HSA-140825,2271516,1990
R-HSA-1454781,1698775,1990
R-HSA-1454791,1707285,1990
R-HSA-1475017,2111324,1990
R-HSA-1475022,2169869,1990
R-HSA-1475025,2111324,1990
R-HSA-1475026,2169869,1990
R-HSA-1482857,2332429,1990
R-HSA-1483077,2332429,1990
R-HSA-1483099,2344448,1990
R-HSA-1483170,2332429,1990
R-HSA-1564142,2169335,1990
R-HSA-1564142,2253219,1990
R-HSA-158164,2110473,1990
R-HSA-158744,2318848,1990
R-HSA-158766,2318848,1990
R-HSA-158784,2318848,1990
R-HSA-158959,2156852,1990
R-HSA-159001,2166055,1990
R-HSA-1592297,2169257,1990
R-HSA-1592316,2176865,1990
R-HSA-1602473,2176865,1990
R-HSA-1604368,2269296,1990
R-HSA-1604731,2383557,1990
R-HSA-164508,2364015,1990
R-HSA-164509,2247146,1990
R-HSA-164513,1693920,1990
R-HSA-164514,2171144,1990
R-HSA-164515,2191297,1990
R-HSA-164521,2191297,1990
R-HSA-165027,2406030,1990
R-HSA-1678650,2122463,1990
R-HSA-176588,2268288,1990
R-HSA-176604,2268288,1990
R-HSA-176631,2268288,1990
R-HSA-177934,1688559,1990
R-HSA-1793182,2122463,1990
R-HSA-188985,1697585,1990
R-HSA-189242,1701966,1990
R-HSA-190408,1697263,1990
R-HSA-190413,1697263,1990
R-HSA-192051,2384150,1990
R-HSA-192425,2318975,1990
R-HSA-193052,2243100,1990
R-HSA-193060,2171939,1990
R-HSA-193064,2197970,1990
R-HSA-193073,2243100,1990
R-HSA-193143,2171939,1990
R-HSA-193961,2243100,1990
R-HSA-193965,2256920,1990
R-HSA-193995,2256920,1990
R-HSA-195739,2219738,1990
R-HSA-196350,2243100,1990
R-HSA-1963582,1688559,1990
R-HSA-1963582,1706616,1990
R-HSA-1963589,1973074,1990
R-HSA-196372,2243100,1990
R-HSA-197963,2248959,1990
R-HSA-197972,2248959,1990
R-HSA-200326,2324105,1990
R-HSA-2022383,2266130,1990
R-HSA-2029988,2377625,1990
R-HSA-212352,2163759,1990
R-HSA-212380,2163759,1990
R-HSA-212432,2163759,1990
R-HSA-212706,2153914,1990
R-HSA-212710,1689311,1990
R-HSA-2130478,2190094,1990
R-HSA-2130641,2121367,1990
R-HSA-2130731,2391366,1990
R-HSA-2160915,1703543,1990
R-HSA-2161775,2155925,1990
R-HSA-2161964,2377602,1990
R-HSA-2161964,2318885,1990
R-HSA-2161964,2217179,1990
R-HSA-2173778,2318890,1990
R-HSA-2213208,2307289,1990
R-HSA-2404199,1697749,1990
R-HSA-2408551,2339986,1990
R-HSA-2424243,2364322,1990
R-HSA-2424485,2374928,1990
R-HSA-2855020,2321095,1990
R-HSA-2855020,2298749,1990
R-HSA-373813,2078213,1990
R-HSA-373813,2217207,1990
R-HSA-374681,2295682,1990
R-HSA-378978,1688430,1990
R-HSA-383363,2173708,1990
R-HSA-3857305,2405250,1990
R-HSA-3857305,2183031,1990
R-HSA-389684,2363689,1990
R-HSA-389684,1703535,1990
R-HSA-390284,2351134,1990
R-HSA-390291,2351134,1990
R-HSA-390663,2172775,1990
R-HSA-390835,2144334,1990
R-HSA-390846,2129115,1990
R-HSA-390912,2155607,1990
R-HSA-391377,2244890,1990
R-HSA-391935,2171039,1990
R-HSA-4093331,2201922,1990
R-HSA-4093339,2201922,1990
R-HSA-419426,2263478,1990
R-HSA-419428,2160972,1990
R-HSA-420127,2177866,1990
R-HSA-426240,2175712,1990
R-HSA-427605,2078500,1990
R-HSA-444007,2387399,1990
R-HSA-444527,2161213,1990
R-HSA-445757,2139180,1990
R-HSA-449978,2317865,1990
R-HSA-469659,2339109,1990
R-HSA-5211224,2114169,1990
R-HSA-5244669,2344612,1990
R-HSA-5244669,2188731,1990
R-HSA-5244669,2188730,1990
R-HSA-5419261,2250005,1990
R-HSA-5607043,2104832,1990
R-HSA-5612508,2105456,1990
R-HSA-5617179,2226863,1990
R-HSA-5617408,2105456,1990
R-HSA-5617410,2105456,1990
R-HSA-5637795,1689311,1990
R-HSA-5652172,2112546,1990
R-HSA-5658438,2121370,1990
R-HSA-6787737,2147944,1990
R-HSA-6805546,1694855,1990
R-HSA-6805573,1691188,1990
R-HSA-6806613,1691188,1990
R-HSA-6810238,2125285,1990
R-HSA-69063,2165567,1990
R-HSA-69074,1974050,1990
R-HSA-69116,1974050,1990
R-HSA-70573,2263616,1990
R-HSA-70581,2241899,1990
R-HSA-70592,2241899,1990
R-HSA-70713,2188967,1990
R-HSA-71037,2188967,1990
R-HSA-71397,2188967,1990
R-HSA-71401,2188967,1990
R-HSA-73718,2330041,1990
R-HSA-73805,2183217,1990
R-HSA-73806,2183217,1990
R-HSA-73810,2147474,1990
R-HSA-73813,2147474,1990
R-HSA-73814,2147474,1990
R-HSA-74059,2161380,1990
R-HSA-74059,2155175,1990
R-HSA-74065,2161380,1990
R-HSA-74065,2155175,1990
R-HSA-74242,2104852,1990
R-HSA-74249,2104852,1990
R-HSA-74948,2558719,1990
R-HSA-75883,2335525,1990
R-HSA-76056,2404611,1990
R-HSA-8852167,2163110,1990
R-HSA-8863471,1968060,1990
R-HSA-8866277,2257624,1990
R-HSA-8871194,2115402,1990
R-HSA-8875320,2115402,1990
R-HSA-8877451,2115402,1990
R-HSA-8940070,2129526,1990
R-HSA-8940074,2129526,1990
R-HSA-8951498,2121367,1990
R-HSA-9012315,2181374,1990
R-HSA-9020275,2147774,1990
R-HSA-904864,2158891,1990
R-HSA-913371,1702217,1990
R-HSA-917891,2154449,1990
R-HSA-937311,2160952,1990
R-HSA-964759,2165493,1990
R-HSA-964768,1702225,1990
R-HSA-975389,2155780,1990
R-HSA-977071,2373995,1990
R-HSA-977228,2373995,1990
R-HSA-983696,2303036,1990
R-HSA-983696,2304550,1990
R-NUL-3907289,1697296,1990
R-HSA-1031713,1898761,1991
R-HSA-1031713,1901265,1991
R-HSA-109759,2026611,1991
R-HSA-110238,1924375,1991
R-HSA-110248,1924375,1991
R-HSA-1112666,1705565,1991
R-HSA-1112666,2011584,1991
R-HSA-111881,1904318,1991
R-HSA-114670,1939645,1991
R-HSA-114697,1672265,1991
R-HSA-1222376,1763037,1991
R-HSA-1222462,1904126,1991
R-HSA-1251922,1672440,1991
R-HSA-1251944,1672440,1991
R-HSA-1307963,1656221,1991
R-HSA-140823,2040636,1991
R-HSA-1433471,1721591,1991
R-HSA-1462014,2006422,1991
R-HSA-1474197,2005102,1991
R-HSA-1475414,1883349,1991
R-HSA-1482856,1904318,1991
R-HSA-1482857,2037561,1991
R-HSA-1483077,1898727,1991
R-HSA-1483170,1898727,1991
R-HSA-1564120,1704217,1991
R-HSA-1566962,1649600,1991
R-HSA-158300,1998667,1991
R-HSA-158419,2019570,1991
R-HSA-158441,2017161,1991
R-HSA-158925,1829461,1991
R-HSA-158959,1846368,1991
R-HSA-158982,1829461,1991
R-HSA-159046,2017161,1991
R-HSA-159431,2037576,1991
R-HSA-1604731,1783204,1991
R-HSA-1605595,1720305,1991
R-HSA-1605624,1928092,1991
R-HSA-1605624,1907800,1991
R-HSA-1605717,1915858,1991
R-HSA-1605724,1756715,1991
R-HSA-1605797,1718266,1991
R-HSA-1605797,1840600,1991
R-HSA-1606807,1670590,1991
R-HSA-1606807,1678251,1991
R-HSA-1630304,1794986,1991
R-HSA-1630306,1928092,1991
R-HSA-1630306,1907800,1991
R-HSA-164519,1702425,1991
R-HSA-165033,2015625,1991
R-HSA-166538,1849459,1991
R-HSA-166542,1850549,1991
R-HSA-166542,1849459,1991
R-HSA-167468,1939271,1991
R-HSA-167474,1939271,1991
R-HSA-167477,1939271,1991
R-HSA-167537,2014052,1991
R-HSA-167566,2014052,1991
R-HSA-167597,2014052,1991
R-HSA-1678716,1946389,1991
R-HSA-168299,1985199,1991
R-HSA-168301,2033659,1991
R-HSA-168337,1985200,1991
R-HSA-168858,1901916,1991
R-HSA-168895,1833874,1991
R-HSA-170057,1717476,1991
R-HSA-170070,1836978,1991
R-HSA-170088,1717476,1991
R-HSA-170153,1828290,1991
R-HSA-170161,1836978,1991
R-HSA-170671,1658606,1991
R-HSA-173647,2002555,1991
R-HSA-177934,2022652,1991
R-HSA-1793186,1946389,1991
R-HSA-180687,1944575,1991
R-HSA-180710,2017166,1991
R-HSA-180725,2017166,1991
R-HSA-1855213,1718960,1991
R-HSA-1855222,1718960,1991
R-HSA-1855225,1653239,1991
R-HSA-189442,1939222,1991
R-HSA-190326,1656221,1991
R-HSA-190385,1656221,1991
R-HSA-190388,1656221,1991
R-HSA-190408,1656221,1991
R-HSA-190413,1656221,1991
R-HSA-190427,1656221,1991
R-HSA-190788,1850831,1991
R-HSA-191999,2019602,1991
R-HSA-191999,1708392,1991
R-HSA-192042,1708392,1991
R-HSA-192054,1708392,1991
R-HSA-192123,1708392,1991
R-HSA-192341,1703300,1991
R-HSA-193052,1944309,1991
R-HSA-193393,2019602,1991
R-HSA-193393,1708392,1991
R-HSA-193460,1708392,1991
R-HSA-193497,1708392,1991
R-HSA-193533,1703300,1991
R-HSA-193713,1708392,1991
R-HSA-193719,1708392,1991
R-HSA-193737,1708392,1991
R-HSA-193780,1708392,1991
R-HSA-193787,2019602,1991
R-HSA-193787,1708392,1991
R-HSA-193792,2019602,1991
R-HSA-193792,1708392,1991
R-HSA-194023,1885595,1991
R-HSA-195739,2045796,1991
R-HSA-196350,1944309,1991
R-HSA-1963582,2022652,1991
R-HSA-196372,1944309,1991
R-HSA-2022405,1848554,1991
R-HSA-2022405,1668266,1991
R-HSA-2022405,1851160,1991
R-HSA-2025723,1714903,1991
R-HSA-2046090,1834642,1991
R-HSA-2046097,1834642,1991
R-HSA-2046265,1714903,1991
R-HSA-2046298,1714903,1991
R-HSA-2065355,1848554,1991
R-HSA-2065355,1851160,1991
R-HSA-2090037,1946389,1991
R-HSA-2090079,1928092,1991
R-HSA-2090079,1907800,1991
R-HSA-209891,1857555,1991
R-HSA-211988,2025243,1991
R-HSA-2130478,1956401,1991
R-HSA-2161282,1708799,1991
R-HSA-2162002,1662607,1991
R-HSA-2168897,1646599,1991
R-HSA-2172183,1902553,1991
R-HSA-2173778,1852209,1991
R-HSA-2213239,1956401,1991
R-HSA-2213241,1956401,1991
R-HSA-2327909,2059554,1991
R-HSA-2404140,1856611,1991
R-HSA-2404200,1845984,1991
R-HSA-2408532,1711890,1991
R-HSA-2408544,1711890,1991
R-HSA-2429643,1856611,1991
R-HSA-2465917,1925597,1991
R-HSA-2465924,1742276,1991
R-HSA-2545196,2045422,1991
R-HSA-2666278,1831692,1991
R-HSA-3229213,1999465,1991
R-HSA-3299680,2071038,1991
R-HSA-3299680,1668270,1991
R-HSA-349603,2010551,1991
R-HSA-350901,1722671,1991
R-HSA-351207,1985966,1991
R-HSA-351208,1985966,1991
R-HSA-351215,2069720,1991
R-HSA-372519,1748670,1991
R-HSA-373791,1840701,1991
R-HSA-373813,1744577,1991
R-HSA-373813,1891716,1991
R-HSA-375384,1655761,1991
R-HSA-375395,1847994,1991
R-HSA-377644,1722201,1991
R-HSA-379048,1905813,1991
R-HSA-379977,1761529,1991
R-HSA-380076,1718267,1991
R-HSA-381749,1840504,1991
R-HSA-381750,1840504,1991
R-HSA-388560,1710450,1991
R-HSA-388560,1719979,1991
R-HSA-389026,1710578,1991
R-HSA-389026,1722333,1991
R-HSA-390250,1679347,1991
R-HSA-390835,1826762,1991
R-HSA-390846,1840645,1991
R-HSA-390909,1714721,1991
R-HSA-391377,1922095,1991
R-HSA-391378,1709010,1991
R-HSA-391939,1825698,1991
R-HSA-392513,1846040,1991
R-HSA-400023,1846707,1991
R-HSA-400092,1849000,1991
R-HSA-400092,1645720,1991
R-HSA-4084999,1756715,1991
R-HSA-419351,1656963,1991
R-HSA-428749,1851174,1991
R-HSA-430073,2010539,1991
R-HSA-4419986,1668143,1991
R-HSA-443997,2008212,1991
R-HSA-445704,1930128,1991
R-HSA-445757,1828071,1991
R-HSA-446130,1833184,1991
R-HSA-447226,1674604,1991
R-HSA-450031,1833064,1991
R-HSA-450074,1833064,1991
R-HSA-450971,2005110,1991
R-HSA-450975,1946331,1991
R-HSA-453200,1874735,1991
R-HSA-469659,1944596,1991
R-HSA-482619,1851158,1991
R-HSA-482621,1851158,1991
R-HSA-5226979,1840603,1991
R-HSA-5226999,1840603,1991
R-HSA-5251959,1754405,1991
R-HSA-5252072,1955075,1991
R-HSA-5362564,1889753,1991
R-HSA-5656070,1885605,1991
R-HSA-5668605,1660188,1991
R-HSA-5668629,1660188,1991
R-HSA-5669024,1655907,1991
R-HSA-5690873,1946430,1991
R-HSA-5690886,1946430,1991
R-HSA-5690911,1946430,1991
R-HSA-5691512,2006156,1991
R-HSA-5691512,1861871,1991
R-HSA-5692408,1672777,1991
R-HSA-5693967,1959641,1991
R-HSA-5693967,1993704,1991
R-HSA-5693967,2025283,1991
R-HSA-6784598,1672777,1991
R-HSA-6800198,1885621,1991
R-HSA-6800200,1885621,1991
