"""protein""","""pathwayCount"""
"""Q9P0P0""",4
"""Q9NQ40""",4
"""P21817""",6
"""Q9NPH0""",5
"""Q9P104""",3
"""P15813""",3
"""Q96SY0""",3
"""Q9BZM6""",3
"""P04211""",23
"""Q8WWZ1""",6
"""Q9BYW2""",3
"""Q9P286""",4
"""Q9BYJ1""",5
"""P41587""",7
"""Q9BRX5""",7
"""A5PL33""",3
"""P22557""",3
"""Q9BXS1""",4
"""Q01581""",4
"""P30531""",9
"""Q9BY41""",22
"""O15287""",2
"""P32942""",8
"""P31391""",7
"""O75751""",8
"""Q9UJY4""",6
"""P0C7X2""",3
"""Q13601""",4
"""Q9NPH9""",4
"""P08195""",11
"""Q7Z5R6""",20
"""O75064""",4
"""O75937""",4
"""Q9Y333""",7
"""O94826""",7
"""Q9BXI6""",4
"""P23786""",4
"""Q9UBC3""",6
"""Q9UBM7""",6
"""P36021""",4
"""Q5KSL6""",7
"""P80511""",31
"""Q9HCM2""",7
"""Q15366""",8
"""Q9UHP7""",3
"""Q9UI17""",3
"""P59540""",6
"""O00231""",9
"""Q04637""",25
"""Q8NB16""",3
"""Q969Q5""",6
"""Q8NH72""",5
"""Q9Y234""",3
"""Q9Y2H8""",3
"""Q06055""",7
"""P01767""",23
"""Q8N142""",4
"""O95395""",4
"""Q8N2G4""",3
"""P38936""",36
"""Q9NZU0""",8
"""Q15075""",4
"""Q9NZJ0""",6
"""O14792""",5
"""Q8NH87""",5
"""Q5BKT4""",4
"""Q8NGL7""",5
"""P21730""",12
"""O15350""",18
"""P25100""",9
"""P78324""",7
"""Q9P1Z3""",3
"""Q5T7B8""",3
"""P0C626""",5
"""P25090""",12
"""P13501""",8
"""Q92968""",5
"""Q9BZJ0""",4
"""Q92989""",13
"""Q9NZJ9""",3
"""Q92854""",7
"""Q14164""",13
"""Q8TAP6""",16
"""Q9BTC8""",15
"""P05164""",3
"""Q9BT88""",4
"""O14495""",4
"""Q9NYH9""",4
"""Q9P218""",4
"""Q8IVH4""",8
"""Q7RTY9""",3
"""O15245""",14
"""P15735""",4
"""P52790""",7
"""Q9NR48""",3
"""P14209""",5
"""Q9UM07""",2
"""Q9UBQ0""",3
"""P08294""",3
"""Q68EM7""",3
"""P28074""",6
"""Q96L46""",5
"""Q9BX63""",22
"""P28068""",3
"""P55072""",33
"""Q14533""",2
"""O94925""",12
"""Q00169""",4
"""P23229""",13
"""Q02388""",15
"""Q96T88""",3
"""P46093""",6
"""O75022""",5
"""Q15393""",5
"""Q96IY1""",16
"""Q6Y288""",4
"""Q96BZ4""",11
"""Q9UQE7""",24
"""Q7L1I2""",8
"""O00444""",16
"""P37088""",3
"""Q12959""",14
"""A0JLT2""",2
"""P32249""",6
"""O00330""",10
"""Q53H96""",3
"""D6RCP7""",4
"""Q9H707""",3
"""Q9H6D7""",16
"""O75718""",3
"""Q13564""",3
"""P03950""",4
"""P29375""",3
"""P54289""",4
"""Q16533""",7
"""Q8NH04""",5
"""P56373""",4
"""Q8NGD4""",5
"""Q8IYD8""",2
"""Q8NG94""",5
"""P31994""",3
"""P50914""",19
"""Q8NFM4""",34
"""Q8NHL6""",3
"""Q8NEW0""",9
"""Q14938""",4
"""P78537""",6
"""Q8NHA6""",5
"""Q9NZP2""",5
"""P78423""",8
"""O43524""",19
"""P49638""",4
"""A6NI73""",3
"""Q6VN20""",4
"""O75553""",3
"""Q5UIP0""",3
"""O43493""",13
"""P40238""",3
"""Q92953""",3
"""A6NK59""",7
"""Q9BUA6""",2
"""P10589""",4
"""Q8TBC4""",7
"""Q9BRA0""",4
"""Q9BTU6""",7
"""Q02643""",7
"""Q9NZQ7""",4
"""O14594""",15
"""P23588""",15
"""Q5TF39""",3
"""Q8NEL9""",5
"""O60512""",11
"""Q9UKP4""",4
"""P45452""",6
"""O94952""",7
"""Q13882""",23
"""Q6UWP7""",6
"""Q96SZ5""",4
"""Q9H0P0""",4
"""O75448""",5
"""O95998""",6
"""P49281""",5
"""Q02487""",3
"""A6NN14""",3
"""P61247""",23
"""Q6P461""",6
"""P23297""",4
"""Q96E17""",3
"""P83881""",19
"""Q05513""",11
"""Q8IZY2""",3
"""Q12923""",5
"""Q13591""",8
"""Q14CN4""",2
"""Q9H7Z6""",3
"""Q9UJM8""",5
"""P17927""",5
"""Q8NCC3""",5
"""Q9UIL4""",8
"""Q5SYC1""",5
"""P60866""",23
"""Q8N9Z0""",3
"""Q53H54""",4
"""O75817""",3
"""Q9UIV8""",5
"""Q6P1M0""",4
"""Q96KE9""",7
"""Q9H0E9""",3
"""Q14527""",4
"""P18859""",7
"""Q16611""",5
"""Q70HW3""",3
"""O14802""",9
"""Q8NH93""",5
"""Q8NGX3""",5
"""Q9UGC7""",4
"""Q8N349""",5
"""Q8N8D1""",4
"""Q8N2H9""",21
"""O43602""",4
"""Q9UHF3""",2
"""Q99489""",5
"""O43592""",3
"""P23511""",5
"""Q86YH6""",4
"""Q9NZK5""",5
"""Q9NYS0""",28
"""P16070""",13
"""Q8NGN8""",5
"""P11912""",5
"""Q96G21""",4
"""Q8NGC8""",5
"""Q9C0D9""",5
"""P78345""",3
"""Q02742""",4
"""Q8NFW8""",6
"""Q96GY3""",8
"""P26641""",3
"""Q9NR33""",36
"""P52961""",5
"""Q8WXD0""",8
"""P98088""",9
"""Q5VWG9""",19
"""Q9H2F3""",8
"""Q8WWX0""",7
"""O75334""",10
"""Q96FT7""",3
"""Q9BSB4""",2
"""P18850""",3
"""O00762""",41
"""P17516""",16
"""P23396""",23
"""P52815""",6
"""P36405""",4
"""P25786""",6
"""Q8IVI9""",4
"""Q8IUQ4""",9
"""O94874""",4
"""Q04721""",12
"""Q8NBZ0""",8
"""Q9UKX7""",56
"""Q9Y6I9""",4
"""Q9UKM7""",6
"""Q9UHX1""",4
"""Q9UJW3""",3
"""P09917""",24
"""P08174""",17
"""Q68DV7""",4
"""Q7Z5N4""",4
"""P35499""",7
"""Q9P032""",5
"""Q9Y5P8""",11
"""Q9Y618""",26
"""O75916""",11
"""Q8WWM9""",6
"""P29474""",20
"""Q14626""",5
"""P54274""",4
"""Q99879""",71
"""Q9UPN7""",8
"""Q15459""",4
"""Q53TQ3""",8
"""P46019""",4
"""Q14CB8""",3
"""Q14449""",3
"""Q6IEG0""",4
"""Q9NV23""",4
"""Q75MW2""",3
"""Q8N307""",13
"""Q16719""",4
"""Q8NFZ5""",29
"""Q66LE6""",5
"""Q96H20""",3
"""Q6PKD1""",8
"""P00709""",3
"""P01569""",5
"""Q969K3""",11
"""P51654""",20
"""Q9C0K7""",3
"""P43353""",7
"""P78417""",8
"""Q9GZQ3""",3
"""P40925""",4
"""Q9P2N6""",3
"""P51648""",7
"""P15153""",14
"""P98187""",10
"""P0C5Y9""",50
"""Q13393""",11
"""Q92947""",4
"""P22749""",3
"""P35754""",3
"""A0A075B6S6""",23
"""Q6XR72""",4
"""P18283""",15
"""Q15007""",2
"""O95182""",5
"""P19012""",2
"""O00168""",6
"""O94973""",41
"""O75943""",20
"""P08579""",4
"""Q9NR81""",10
"""Q9ULM6""",9
"""P32519""",6
"""Q8NFD5""",8
"""Q14653""",24
"""Q13106""",3
"""P00403""",9
"""Q14839""",20
"""Q9Y6E7""",3
"""Q6P3W2""",4
"""Q14512""",6
"""Q96DR8""",9
"""Q8N6N7""",4
"""P63211""",58
"""Q9UPU5""",4
"""P58181""",5
"""P11168""",9
"""O60341""",18
"""Q9NQ76""",4
"""Q9NPI5""",4
"""Q659A1""",3
"""O43914""",13
"""Q9BWD1""",4
"""Q9BW91""",5
"""Q6P050""",7
"""Q4G176""",5
"""Q5T160""",4
"""P0C0P6""",8
"""Q9BVW5""",5
"""Q9BY77""",9
"""Q86XP1""",7
"""P30453""",9
"""Q5TA77""",3
"""P78330""",4
"""Q3SYC2""",4
"""Q93100""",4
"""O15068""",10
"""P13807""",4
"""O75460""",3
"""P21802""",38
"""O43617""",10
"""P40145""",39
"""P09341""",11
"""P23526""",8
"""O43586""",5
"""Q13492""",7
"""P04798""",13
"""Q9H490""",4
"""P24386""",13
"""Q8WZA1""",3
"""Q02763""",7
"""Q86UQ0""",3
"""Q86WZ6""",3
"""P23381""",4
"""P62191""",8
"""P62851""",23
"""Q15762""",3
"""Q9UM13""",37
"""Q8TAU3""",3
"""Q8IUR0""",10
"""Q9ULE3""",4
"""O00267""",29
"""Q969H6""",3
"""Q16512""",5
"""P15927""",68
"""P43155""",7
"""Q9H344""",5
"""P19105""",6
"""Q9UKL2""",5
"""Q01726""",7
"""O75355""",4
"""Q96N38""",3
"""P29016""",3
"""Q05086""",4
"""Q96L93""",8
"""O95977""",7
"""O76074""",4
"""P35556""",2
"""Q7L3S4""",3
"""Q15465""",13
"""P56856""",4
"""O14526""",4
"""Q9NPA2""",6
"""Q9Y639""",3
"""P00325""",4
"""P01185""",19
"""Q68CZ1""",3
"""Q07866""",12
"""P49821""",5
"""A6NKK0""",5
"""O43790""",2
"""Q9BQE3""",9
"""P02585""",2
"""P38405""",17
"""Q9NW64""",4
"""P08700""",14
"""Q96BR1""",3
"""O00471""",4
"""O75865""",10
"""Q9H6R4""",4
"""P16190""",7
"""P51159""",10
"""Q5VZE5""",4
"""P49770""",5
"""P15516""",3
"""Q96JH7""",4
"""O75610""",3
"""P17600""",5
"""Q96A54""",3
"""Q8TDB6""",4
"""P05455""",4
"""Q96PC3""",16
"""O00180""",7
"""Q14314""",3
"""P25208""",5
"""P62263""",26
"""Q96B26""",7
"""P09455""",10
"""Q3SYG4""",4
"""P59534""",6
"""Q13304""",11
"""P36639""",5
"""Q9H598""",7
"""Q8N7Q3""",3
"""Q8N823""",3
"""Q6ZVD8""",4
"""Q96FE5""",5
"""P29084""",16
"""O95197""",3
"""Q96EY5""",12
"""Q14209""",10
"""Q9HAN9""",4
"""O14625""",8
"""Q8NEB5""",4
"""P84022""",32
"""Q9NPJ1""",4
"""Q9Y5Y7""",5
"""O60704""",4
"""Q07092""",7
"""Q9H1N7""",11
"""P49368""",13
"""Q8N3Y1""",7
"""Q86U42""",17
"""Q9NX63""",2
"""Q6PI25""",9
"""Q9BQA1""",6
"""Q9NX57""",3
"""Q96JY0""",3
"""P06028""",2
"""Q8NBM8""",4
"""P05023""",6
"""Q9NP56""",4
"""O43929""",21
"""Q562F6""",16
"""P03923""",5
"""Q8TDE3""",3
"""Q86YS6""",7
"""Q96S06""",4
"""P0CG06""",23
"""Q96RD6""",3
"""Q13007""",4
"""Q01201""",9
"""Q8TCC3""",6
"""P30447""",7
"""P24557""",9
"""Q8IYI6""",4
"""P12277""",4
"""Q6ZW61""",4
"""Q9UNX4""",4
"""P30519""",8
"""Q9UGP8""",4
"""Q9H4F1""",9
"""Q9GZY6""",4
"""Q9Y255""",6
"""P16298""",24
"""Q9H4E5""",3
"""Q14050""",16
"""Q8TBX8""",18
"""P16157""",15
"""Q16647""",21
"""Q9HBY8""",3
"""P56181""",5
"""P09923""",10
"""Q9NSB4""",2
"""O15371""",11
"""O95816""",4
"""Q9NRA0""",4
"""Q9Y624""",12
"""Q6NUQ1""",5
"""Q14746""",11
"""P00492""",4
"""P01242""",4
"""P01236""",3
"""Q86UR5""",9
"""P10070""",12
"""P04180""",4
"""P30837""",4
"""P52701""",3
"""Q29865""",7
"""P14091""",3
"""O94760""",4
"""P00387""",9
"""Q9BX84""",4
"""P01137""",41
"""Q8TDY2""",2
"""Q8WV24""",5
"""P53420""",13
"""Q5VYX0""",5
"""Q8TDN2""",3
"""P06310""",23
"""Q68DK7""",3
"""P43686""",6
"""Q8TDX6""",5
"""Q9BXT6""",3
"""P18085""",15
"""P23109""",4
"""P42025""",3
"""P61601""",6
"""P39880""",6
"""Q96KN8""",5
"""Q95604""",7
"""P07902""",3
"""Q9UHD2""",20
"""P16871""",8
"""Q96R28""",5
"""Q9UH92""",3
"""P17735""",4
"""Q9Y2G3""",6
"""Q99619""",7
"""O95405""",11
"""A2KUC3""",23
"""Q99594""",6
"""Q86XD5""",4
"""Q8NG11""",3
"""Q6ZMW2""",3
"""O14610""",53
"""Q9UNW8""",6
"""O60830""",2
"""Q9Y6Q3""",3
"""Q8NHC7""",5
"""Q8N157""",3
"""Q7KZF4""",4
"""P10314""",7
"""Q717R9""",4
"""Q92974""",10
"""P04424""",4
"""O14511""",28
"""P12694""",4
"""Q9NZH8""",5
"""Q8NDX6""",3
"""O43920""",5
"""O60725""",3
"""Q7Z698""",9
"""Q5JPH6""",4
"""Q13489""",26
"""O75508""",4
"""Q9Y5C1""",4
"""Q13162""",3
"""Q15573""",13
"""O76062""",4
"""Q96EY8""",4
"""P23378""",4
"""P56277""",2
"""P25789""",6
"""O95278""",4
"""Q15759""",57
"""Q86U86""",8
"""P19878""",17
"""Q8IUD6""",12
"""Q8NDW4""",3
"""A1A4S6""",7
"""P29597""",23
"""Q9UKK9""",5
"""Q9Y2Z0""",5
"""Q9UJT9""",12
"""P01833""",3
"""Q9Y2D0""",2
"""P20062""",4
"""P58397""",4
"""A0M8Q6""",23
"""Q92665""",6
"""Q86SR1""",4
"""Q92551""",4
"""Q8NBN7""",4
"""P82987""",4
"""A6NM03""",5
"""P12271""",7
"""Q9NUP1""",5
"""O15056""",8
"""O60437""",6
"""Q9NP59""",5
"""P14868""",8
"""Q2MJR0""",5
"""Q9BX66""",2
"""P17021""",3
"""Q99706""",3
"""Q96IY4""",7
"""P35367""",8
"""P06396""",8
"""Q8TD43""",4
"""P24311""",9
"""O00141""",10
"""P06276""",11
"""P13686""",4
"""Q9H410""",19
"""Q96B97""",21
"""O00327""",2
"""Q9H3Z4""",7
"""O95971""",3
"""O95992""",5
"""Q5JQS5""",5
"""Q96NY8""",5
"""Q9H3D4""",17
"""P62875""",79
"""P24821""",9
"""Q8WXK1""",7
"""Q13261""",5
"""P54652""",7
"""Q01968""",18
"""Q14781""",21
"""P57735""",3
"""Q16401""",6
"""Q9UJX2""",37
"""Q6ZNA4""",17
"""Q7Z624""",10
"""Q8NFM7""",5
"""Q6ZMJ4""",4
"""Q9NR63""",9
"""O15260""",8
"""Q13084""",6
"""Q9Y6D5""",4
"""Q9Y6Y9""",23
"""Q9UDV7""",3
"""O95866""",3
"""Q3B726""",12
"""Q9Y5X5""",8
"""O60500""",2
"""P02792""",12
"""Q09470""",3
"""Q92764""",2
"""P04406""",5
"""Q9MY60""",4
"""Q5TA50""",4
"""Q9NX24""",9
"""Q9NWF4""",4
"""O15155""",9
"""Q8NBJ5""",3
"""P10145""",8
"""P0C7N1""",5
"""P40424""",2
"""Q8TCX1""",3
"""Q96IF1""",10
"""Q9BQK8""",14
"""P07911""",3
"""P42684""",4
"""P12931""",111
"""Q3MII6""",4
"""Q96A00""",4
"""Q9UNL2""",3
"""Q6IE81""",3
"""P08651""",4
"""Q06730""",3
"""P14649""",2
"""Q969E3""",4
"""Q9GZV3""",7
"""Q13588""",3
"""Q96PE7""",5
"""Q9GZK3""",5
"""Q9BV68""",4
"""P61619""",11
"""O00750""",5
"""Q14994""",4
"""P61313""",19
"""P56589""",3
"""Q8TC59""",3
"""O00255""",18
"""Q15084""",4
"""O95263""",4
"""P25774""",14
"""Q8IY18""",5
"""Q6ZPD8""",5
"""Q8NEY4""",11
"""P47944""",3
"""O96013""",4
"""Q9Y6Q6""",4
"""O14795""",8
"""Q9HB55""",6
"""O75529""",3
"""P78333""",19
"""P35658""",58
"""Q8N5Y2""",3
"""P01344""",12
"""P98082""",8
"""Q13042""",37
"""P61978""",9
"""P37268""",4
"""Q08999""",14
"""P56178""",5
"""Q8TAD4""",9
"""P30939""",8
"""P01854""",7
"""Q9NXD2""",5
"""O15254""",7
"""P49257""",9
"""P28799""",3
"""O60583""",23
"""P20929""",2
"""Q9BPX1""",5
"""Q5T4S7""",6
"""Q5VZM2""",15
"""Q8NHV4""",16
"""Q96JF0""",6
"""P60953""",41
"""Q96PV0""",5
"""P04183""",4
"""P04843""",5
"""P17213""",6
"""Q9NVH6""",4
"""Q5VZ72""",3
"""P51948""",61
"""Q96BP3""",4
"""P51813""",9
"""Q9H4G0""",7
"""P33778""",71
"""P98160""",24
"""P07203""",13
"""Q9UIC8""",5
"""P29972""",7
"""Q9UHB4""",2
"""Q8WUD6""",5
"""P23582""",3
"""P17036""",3
"""Q15771""",7
"""Q9Y2P5""",8
"""Q9Y315""",6
"""Q06136""",4
"""Q9Y2E5""",3
"""Q4ZJI4""",3
"""Q96C28""",3
"""O95476""",6
"""Q86Y97""",3
"""P35247""",2
"""Q02817""",9
"""P39877""",10
"""O14904""",8
"""Q15042""",7
"""Q9HCU8""",41
"""O00213""",4
"""P08567""",4
"""Q9UHC9""",3
"""O75436""",3
"""P28347""",6
"""Q5T871""",3
"""Q8NH54""",5
"""Q15672""",5
"""Q6MZP7""",8
"""Q149N8""",4
"""Q13255""",9
"""Q9H2B4""",11
"""P54646""",24
"""P55210""",12
"""O95185""",4
"""P36507""",25
"""Q5T751""",3
"""Q14005""",4
"""O14613""",3
"""Q9BUB5""",12
"""Q6ZMV9""",8
"""Q6ZN79""",3
"""O14607""",3
"""P30711""",4
"""O15467""",8
"""Q9UKT8""",10
"""P11021""",17
"""Q9UL58""",3
"""O14576""",27
"""Q5JVS0""",4
"""P32321""",3
"""Q6T4P5""",5
"""P02786""",10
"""Q9P289""",4
"""Q9BY50""",8
"""P14151""",7
"""P53621""",11
"""O76000""",5
"""P01011""",7
"""Q9BR84""",3
"""Q00610""",38
"""Q8TF62""",6
"""Q03111""",5
"""Q9NPI8""",2
"""P11686""",2
"""Q6IEY1""",5
"""Q5TAP6""",4
"""O00411""",3
"""Q9UQ53""",6
"""Q12926""",4
"""Q9Y2H2""",5
"""O75145""",10
"""O43766""",3
"""Q9UBN6""",5
"""O76009""",2
"""Q96R84""",5
"""Q7Z494""",4
"""Q13099""",3
"""Q14515""",4
"""O75795""",4
"""Q5H9L4""",19
"""Q96GX1""",3
"""Q16620""",15
"""P38435""",5
"""Q8TE57""",6
"""P35346""",7
"""Q86SE9""",5
"""Q9GZY0""",4
"""Q6UXZ4""",4
"""Q8NH81""",5
"""Q8NGW1""",5
"""P63208""",85
"""Q8IYW5""",17
"""Q8NGL1""",5
"""Q8NGA1""",5
"""O15530""",57
"""Q8WZ64""",3
"""P29966""",4
"""O95398""",13
"""Q08334""",6
"""Q96NW7""",3
"""P62854""",23
"""O60880""",3
"""Q30KQ3""",5
"""Q7Z2W9""",6
"""Q16629""",12
"""Q15078""",18
"""Q16515""",3
"""O14520""",4
"""Q32P28""",3
"""Q8IX19""",3
"""Q52LW3""",3
"""Q08AG7""",9
"""Q8NGB6""",5
"""Q9NZ43""",5
"""Q8NG76""",5
"""P11234""",7
"""P06870""",2
"""Q52LA3""",8
"""P00480""",6
"""P84103""",11
"""Q9NZN4""",2
"""Q9UM01""",7
"""Q75QN2""",3
"""O60895""",7
"""Q9Y6W8""",12
"""Q9P0L1""",3
"""O43314""",3
"""P57729""",7
"""P02750""",3
"""Q9P2U7""",8
"""O75343""",3
"""Q96ME1""",12
"""P20248""",54
"""Q8TA94""",3
"""Q92743""",2
"""P30825""",4
"""Q9BRJ2""",6
"""Q96EG1""",8
"""Q86TX2""",4
"""P10244""",5
"""P61328""",3
"""Q9NXR8""",3
"""Q9NWZ3""",25
"""Q04844""",8
"""Q9UQ80""",3
"""Q2MV58""",3
"""Q7Z4G1""",3
"""Q9UIE0""",3
"""Q5T5A8""",3
"""P20815""",6
"""P08183""",5
"""P17900""",7
"""Q8WWY8""",5
"""Q9H227""",4
"""Q9BYT8""",5
"""Q96Q91""",4
"""Q8WWN8""",3
"""Q86YC2""",9
"""P18754""",9
"""Q9H0B6""",12
"""Q13057""",5
"""Q96DC9""",4
"""P51828""",34
"""Q03188""",19
"""Q8IY92""",8
"""D6RJB6""",4
"""O00519""",4
"""Q13573""",29
"""P46663""",8
"""P28332""",4
"""Q9Y336""",5
"""Q5GJ75""",4
"""Q96PN6""",3
"""O95201""",3
"""Q8N130""",5
"""O95497""",10
"""Q07869""",7
"""Q12889""",3
"""P35268""",19
"""Q99576""",3
"""Q15843""",11
"""Q96I99""",4
"""Q6P1J6""",13
"""P62266""",23
"""Q8N972""",3
"""Q6ZWT7""",6
"""Q8N1M1""",3
"""A6NK53""",3
"""Q9HD89""",3
"""Q8IXN7""",3
"""Q96A98""",6
"""P38398""",35
"""P59537""",6
"""Q8NGV5""",5
"""Q9NZF1""",3
"""Q8NGI4""",5
"""Q9P2M4""",4
"""Q8N139""",3
"""P35637""",4
"""P21217""",6
"""O43688""",4
"""Q15738""",4
"""P56937""",4
"""Q92956""",6
"""O14628""",3
"""Q8NEM8""",3
"""Q96G03""",10
"""P24347""",4
"""Q96EX3""",3
"""Q9NRF9""",36
"""P40616""",4
"""A1L3X0""",5
"""P15036""",4
"""Q9UBX1""",3
"""O75151""",3
"""Q5XKE5""",2
"""P15692""",11
"""Q96RD0""",5
"""Q8WVC0""",13
"""Q9UBM1""",5
"""P61916""",7
"""Q9H0E3""",7
"""P42226""",12
"""P11717""",12
"""Q9BZI7""",13
"""P50991""",13
"""P36222""",3
"""Q02241""",12
"""Q99966""",9
"""P43632""",3
"""Q13156""",8
"""P42081""",16
"""P05026""",9
"""P63220""",23
"""Q96EN8""",4
"""P07437""",19
"""P18031""",20
"""P27987""",3
"""P38606""",11
"""P43626""",3
"""Q9UQ74""",2
"""Q96BN2""",3
"""Q96EC8""",5
"""Q9UIM3""",5
"""O94856""",8
"""Q6IA17""",12
"""Q13480""",54
"""P55735""",29
"""Q5JTZ9""",4
"""Q9Y2Y4""",3
"""Q7Z3B4""",56
"""Q9H008""",4
"""P67870""",39
"""O15041""",4
"""Q15750""",45
"""Q9Y3D8""",3
"""O95461""",3
"""O75019""",3
"""Q14416""",6
"""P59095""",5
"""Q9Y2X8""",4
"""Q15276""",4
"""Q8NGY2""",5
"""Q8NGN2""",5
"""Q8NGC2""",5
"""Q8NGX6""",5
"""Q8NFU1""",3
"""O60911""",19
"""O15551""",4
"""Q0WX57""",4
"""P01350""",5
"""P49746""",3
"""Q8N103""",3
"""Q9BSW2""",3
"""O96028""",15
"""Q8NG97""",5
"""P78348""",3
"""P05230""",71
"""Q96EP0""",5
"""Q9BTT4""",5
"""Q92914""",3
"""Q9NZP5""",5
"""Q86WC4""",3
"""Q8NET6""",5
"""O15446""",12
"""P01911""",10
"""P0DJD9""",2
"""Q969S9""",4
"""Q9H9E3""",11
"""A4D1E1""",3
"""Q9UKB1""",44
"""P02765""",11
"""Q5J5C9""",5
"""P52298""",48
"""Q96MF6""",4
"""Q13183""",4
"""P09110""",13
"""P21675""",19
"""P23409""",3
"""O75223""",5
"""P16520""",54
"""Q96F25""",4
"""Q9H3N8""",8
"""Q96RU2""",4
"""O76083""",4
"""Q96E11""",4
"""P17405""",4
"""Q96DZ5""",4
"""O95299""",5
"""Q08043""",4
"""Q86VX9""",4
"""P51153""",8
"""Q04724""",10
"""O94955""",4
"""Q6ZUT9""",4
"""Q13885""",9
"""P46783""",23
"""O75925""",16
"""Q9Y2Q1""",3
"""Q9UBW5""",3
"""O95674""",5
"""Q9Y4D7""",4
"""O94808""",6
"""Q9NPF2""",5
"""O14910""",6
"""Q92572""",5
"""P49137""",50
"""Q9HCK4""",5
"""Q8NH60""",5
"""Q8NGJ0""",5
"""O15269""",4
"""Q9Y216""",7
"""O43704""",4
"""Q13639""",8
"""P01614""",23
"""Q15858""",7
"""O60499""",4
"""Q9NZS2""",3
"""Q8NGK5""",5
"""Q8TCU4""",16
"""Q9BT40""",5
"""Q8NH69""",5
"""Q8NGU9""",4
"""Q9NZ01""",5
"""Q8NGJ9""",5
"""O15524""",24
"""P98196""",6
"""O60218""",9
"""P31949""",3
"""P34903""",5
"""P49407""",37
"""Q9H2C0""",7
"""Q9UDW3""",4
"""Q9BSV6""",3
"""Q86VP6""",8
"""A6NI28""",3
"""Q14032""",9
"""O00744""",6
"""Q8IVQ6""",4
"""P06858""",14
"""Q10713""",5
"""Q9UMD9""",9
"""P06744""",13
"""Q9ULC5""",5
"""Q9ULX9""",2
"""Q9H7D0""",2
"""P38117""",7
"""O75832""",6
"""Q9HA77""",4
"""Q06547""",3
"""Q9Y6F6""",4
"""Q9Y3Q0""",3
"""O94913""",11
"""P28908""",4
"""Q13651""",4
"""Q9Y606""",4
"""Q8N4F0""",7
"""P53708""",5
"""O94907""",4
"""Q9H1B5""",6
"""Q13177""",44
"""P49356""",7
"""Q15375""",3
"""Q14697""",5
"""P49902""",6
"""Q6IWH7""",3
"""Q9UQC9""",3
"""Q6IMI4""",4
"""O14508""",6
"""Q92530""",6
"""P46777""",19
"""Q7Z3Y9""",2
"""O14498""",4
"""A5YM72""",4
"""Q9Y2Z9""",4
"""P01848""",10
"""Q13546""",37
"""P49917""",10
"""P04792""",6
"""O43772""",4
"""P04001""",9
"""P49116""",4
"""Q86XF0""",4
"""Q8NFA2""",4
"""Q92539""",14
"""P26842""",4
"""Q969S0""",4
"""O15431""",4
"""Q969H0""",19
"""Q6UWY0""",8
"""P34810""",3
"""O43506""",3
"""P35670""",3
"""Q5JRS4""",5
"""P24941""",57
"""P54886""",3
"""P23415""",3
"""Q8WYK0""",4
"""Q9BUL9""",3
"""O75400""",4
"""P41440""",4
"""Q01105""",8
"""Q8TBA6""",4
"""Q96NB3""",6
"""P19801""",6
"""P40189""",14
"""Q96FX2""",4
"""Q9HC96""",2
"""Q6FI13""",60
"""Q96GC6""",3
"""Q9HBM6""",23
"""P52209""",3
"""Q68D51""",4
"""Q99217""",4
"""P09104""",5
"""Q99873""",15
"""Q7Z7M9""",4
"""Q13936""",11
"""Q14500""",15
"""Q9H082""",9
"""P02771""",4
"""Q8WXI9""",20
"""P56199""",13
"""Q16880""",4
"""Q12905""",3
"""Q53HV7""",8
"""Q8NCW5""",5
"""Q7Z4N8""",3
"""Q8N628""",5
"""P48960""",7
"""Q9P107""",3
"""Q9NPH3""",15
"""Q6P1K2""",16
"""Q15369""",36
"""P49023""",16
"""Q8NHM5""",3
"""O43184""",5
"""O43865""",31
"""Q9C0K1""",6
"""P04090""",8
"""P24530""",7
"""P41143""",7
"""Q5T9A4""",3
"""P78504""",18
"""P54793""",8
"""P03905""",5
"""P21399""",2
"""Q01974""",5
"""Q9C0C7""",2
"""P18463""",7
"""Q01860""",4
"""Q86X83""",3
"""P25103""",12
"""P24539""",7
"""Q96GM1""",5
"""O15539""",4
"""Q14203""",27
"""P12259""",17
"""Q9ULY5""",4
"""P08588""",8
"""Q9ULL4""",4
"""Q9UKV0""",11
"""Q7Z6M1""",4
"""Q969F8""",7
"""P15884""",3
"""Q9Y5N1""",8
"""P68371""",28
"""P23471""",4
"""Q9C075""",2
"""P43251""",4
"""Q8NFT8""",4
"""P07602""",18
"""Q9ULM3""",3
"""P12814""",12
"""Q9NSC5""",3
"""O60763""",14
"""O43598""",4
"""P08648""",10
"""P51587""",10
"""Q15561""",6
"""Q14691""",7
"""O76050""",17
"""Q86UD5""",3
"""P05997""",4
"""Q96EE3""",69
"""P06753""",3
"""Q96F07""",11
"""Q9NQR9""",4
"""Q9NWX5""",7
"""P43146""",13
"""P61966""",16
"""Q04826""",7
"""P51801""",3
"""Q96DA2""",7
"""P13497""",11
"""P19086""",14
"""Q12982""",3
"""Q14410""",4
"""Q9H209""",5
"""O95470""",4
"""Q9H1D9""",9
"""Q9H0L4""",11
"""Q32ZL2""",5
"""P61019""",8
"""Q04727""",10
"""Q14586""",3
"""Q99735""",5
"""Q7L2Z9""",19
"""P10721""",15
"""Q14CW9""",3
"""Q8IZJ6""",3
"""P30501""",7
"""Q9Y2P8""",4
"""Q7Z398""",3
"""Q9UPQ9""",26
"""Q9Y2E8""",4
"""Q719H9""",5
"""P14550""",6
"""P59665""",6
"""P00846""",7
"""P01602""",23
