"""protein""","""reactionCount"""
"""P30455""",16
"""Q9BV73""",22
"""Q02750""",38
"""P27540""",6
"""O60925""",2
"""P15260""",10
"""O60259""",1
"""P40855""",1
"""Q969T4""",6
"""P16118""",4
"""Q9UGF6""",1
"""Q9NZB8""",1
"""Q6UWW8""",1
"""P25024""",5
"""Q6IPM2""",1
"""Q04864""",2
"""P08519""",1
"""Q9Y4L1""",1
"""P57053""",110
"""P46459""",12
"""Q9UDR5""",2
"""Q9H2J7""",1
"""P28289""",4
"""P54619""",16
"""Q14088""",3
"""Q9BYV8""",22
"""P48729""",19
"""Q9NRA2""",1
"""P55287""",2
"""P56703""",5
"""P49589""",1
"""Q8IZH2""",3
"""P09769""",3
"""Q04759""",18
"""Q9NYV8""",4
"""Q9NP91""",1
"""P36959""",1
"""P21462""",7
"""Q9NVI1""",8
"""Q9Y2R5""",12
"""Q9Y2T6""",4
"""Q14457""",7
"""Q9UIR0""",1
"""Q68CQ4""",1
"""O43157""",10
"""Q96KK5""",14
"""Q6P1L6""",1
"""O14924""",1
"""P11473""",3
"""P23258""",22
"""P41091""",12
"""Q9BQ16""",1
"""P06312""",43
"""P51797""",6
"""O75888""",2
"""P13056""",1
"""P35913""",5
"""P13929""",2
"""P40933""",2
"""O75582""",6
"""Q96P44""",12
"""Q96P65""",4
"""Q86WU2""",3
"""Q9H3R0""",4
"""Q96A83""",14
"""Q86WT6""",3
"""Q15021""",3
"""Q86WG5""",4
"""O95221""",1
"""P40126""",1
"""Q99435""",1
"""Q8IWV2""",1
"""Q8IXL6""",1
"""Q96PE6""",1
"""O95407""",1
"""Q9UMR5""",1
"""Q4FZB7""",2
"""Q9H8H0""",1
"""Q9H3H5""",1
"""O75477""",6
"""Q8N8J6""",1
"""O75342""",1
"""Q15717""",12
"""Q8WVE0""",1
"""Q9Y6Q5""",14
"""O43361""",1
"""Q9H2F5""",3
"""Q8WX92""",39
"""Q5NV61""",35
"""Q9NY91""",1
"""P04432""",43
"""Q6QNY0""",1
"""P10316""",16
"""Q9H7R5""",1
"""O15212""",2
"""Q07812""",7
"""P20701""",3
"""O15181""",1
"""Q9Y3R4""",2
"""P68104""",11
"""Q6P499""",1
"""Q8NI32""",1
"""P10826""",3
"""P04141""",20
"""Q8TDQ1""",1
"""P15056""",52
"""Q9BYC5""",1
"""Q9BXB1""",3
"""Q92685""",1
"""Q86TJ5""",1
"""Q6PI48""",1
"""P30461""",16
"""P04000""",7
"""Q96DU7""",1
"""Q8NBP7""",6
"""P59827""",1
"""O60931""",1
"""Q96AH0""",1
"""Q9NPB9""",1
"""Q9NP79""",2
"""Q13510""",3
"""Q76N89""",2
"""Q96RQ9""",1
"""P0CG29""",1
"""Q9BV94""",4
"""Q86Y34""",1
"""Q8TD16""",2
"""P40225""",1
"""Q86WQ0""",1
"""P05556""",59
"""Q96I36""",1
"""P17035""",1
"""P15941""",14
"""Q9ULQ1""",1
"""Q9HD26""",3
"""Q9UM21""",2
"""P14415""",2
"""Q969V5""",1
"""Q8IX30""",1
"""O95944""",2
"""O00161""",6
"""Q8NGP2""",1
"""P08686""",2
"""Q9Y278""",1
"""Q8WXF3""",9
"""Q13405""",10
"""Q7L5N7""",2
"""P84243""",71
"""O96007""",1
"""P60484""",19
"""P48048""",1
"""Q86X29""",2
"""Q2T9J0""",9
"""Q8IV53""",3
"""P82675""",12
"""P25705""",5
"""Q14145""",7
"""Q8NER5""",7
"""Q9UKP6""",4
"""P01880""",8
"""P20800""",4
"""Q9NRM7""",9
"""Q8N6U8""",2
"""Q92908""",3
"""Q8WVN8""",4
"""Q8NHY0""",1
"""P10124""",1
"""Q9NYM9""",6
"""P50454""",1
"""Q9NYB9""",6
"""P00915""",4
"""P20809""",2
"""P01889""",17
"""Q9NUT2""",1
"""Q9UPP1""",6
"""O60343""",2
"""P14780""",26
"""Q9UIG0""",4
"""Q5T9L3""",3
"""A1IGU5""",3
"""P35232""",6
"""Q8TER5""",3
"""Q9UI10""",2
"""O75093""",5
"""P41002""",9
"""Q96CW9""",1
"""Q8TDN4""",2
"""Q02297""",42
"""P04899""",26
"""Q969N2""",1
"""Q6ZRH7""",2
"""Q8TD84""",1
"""Q5TA79""",2
"""P63162""",6
"""P06213""",12
"""P08603""",9
"""Q9UMF0""",1
"""O43739""",2
"""Q9HCX4""",3
"""Q14973""",1
"""Q13618""",11
"""O75462""",4
"""D6RBQ6""",2
"""Q96NS5""",8
"""Q15723""",2
"""Q99456""",3
"""Q14832""",4
"""P23528""",3
"""Q96FS4""",1
"""Q8IW52""",1
"""Q96B49""",2
"""Q15878""",2
"""Q02078""",3
"""Q6ZNE5""",6
"""P11488""",21
"""Q9ULZ9""",1
"""O14633""",2
"""Q9Y6H6""",2
"""Q9NS61""",1
"""Q9BZF1""",1
"""P56817""",4
"""Q8N726""",6
"""Q9BRQ0""",3
"""Q92997""",22
"""Q92670""",1
"""Q86TI0""",3
"""P32971""",1
"""P30086""",7
"""Q9NWU5""",10
"""Q9NX65""",1
"""P43116""",4
"""P20908""",14
"""Q9NP70""",1
"""B4DX44""",1
"""P46060""",14
"""Q96T55""",2
"""P41221""",39
"""Q96RF0""",10
"""P04156""",1
"""P53350""",62
"""Q9BWV1""",9
"""Q9UBF2""",11
"""Q676U5""",3
"""Q9BXA5""",4
"""A6NCV1""",1
"""Q9BR09""",5
"""Q96AJ1""",5
"""Q684P5""",3
"""P78545""",2
"""P42126""",2
"""P05067""",18
"""P63261""",12
"""Q9HCE1""",44
"""Q12967""",2
"""Q9H5J4""",1
"""Q6VVX0""",1
"""Q9GZP0""",2
"""Q9BW19""",4
"""P53365""",1
"""Q8N9I0""",16
"""P35226""",9
"""Q08495""",2
"""P54802""",2
"""Q709F0""",1
"""P29992""",25
"""Q9BUB4""",1
"""Q16661""",1
"""Q96R09""",1
"""Q96H22""",15
"""Q05932""",3
"""Q9HD47""",1
"""Q9HCS7""",15
"""Q9HCF6""",1
"""Q96A56""",2
"""P57740""",48
"""Q8NGR3""",1
"""P47985""",1
"""Q8NGE2""",1
"""P48741""",5
"""O00155""",3
"""Q8WXH4""",8
"""P47871""",8
"""P78380""",3
"""O60760""",2
"""Q9GZP9""",14
"""Q9H4I9""",4
"""P48735""",2
"""P31040""",2
"""Q8N6T3""",5
"""Q9P232""",1
"""O14561""",9
"""P49454""",13
"""Q01740""",1
"""Q14139""",3
"""P10415""",4
"""Q9NYW4""",4
"""Q9NYB0""",2
"""Q8N138""",3
"""P10301""",3
"""Q9Y5U8""",1
"""Q9NYA4""",6
"""Q53HL2""",13
"""O15305""",1
"""Q9NY64""",15
"""Q9NR77""",1
"""Q9NQV7""",3
"""Q9P0G3""",1
"""Q8TF20""",1
"""Q9P127""",5
"""A6NMB1""",1
"""P04921""",1
"""Q96N67""",1
"""P23945""",4
"""A5PLK6""",3
"""P04234""",31
"""Q6EIG7""",7
"""Q96EU6""",1
"""P18124""",20
"""Q13114""",23
"""P43694""",1
"""Q9BYK8""",2
"""Q92664""",7
"""P04114""",61
"""Q8IZU3""",3
"""P50990""",19
"""Q12874""",6
"""Q6IFG1""",1
"""Q13630""",2
"""P27144""",1
"""P21549""",3
"""Q9Y3A2""",1
"""Q96K76""",1
"""Q9H8S9""",13
"""Q9Y2U2""",2
"""Q9BWP8""",4
"""Q99747""",11
"""Q9Y2J2""",2
"""Q8WTQ7""",1
"""Q99627""",5
"""O75159""",6
"""Q13009""",10
"""P00750""",9
"""Q15389""",13
"""Q6A162""",3
"""Q12769""",48
"""O00254""",11
"""O14810""",12
"""Q9Y6R1""",1
"""Q13519""",4
"""Q9Y257""",2
"""Q8WXD2""",2
"""Q6P6C2""",1
"""Q6P988""",2
"""Q13488""",5
"""Q8N9R8""",1
"""O00764""",5
"""O14654""",2
"""P11182""",4
"""Q9NZL3""",1
"""Q9NZV7""",1
"""Q9NQ90""",1
"""Q9P0J0""",7
"""Q9BT81""",1
"""Q9NS82""",2
"""Q9NZ42""",9
"""Q6UXB3""",1
"""P11233""",5
"""O60733""",4
"""Q9Y5Q6""",4
"""Q8N6H7""",4
"""O43448""",1
"""Q9BYD1""",10
"""Q8WWI1""",9
"""P09172""",1
"""P15248""",1
"""A6NMS3""",1
"""Q9NWW6""",2
"""Q8TAE8""",10
"""Q9BZK7""",5
"""P05187""",1
"""Q96FT9""",5
"""Q8NE09""",1
"""P06899""",120
"""Q5EBL8""",5
"""P09874""",25
"""Q9H841""",1
"""P50406""",4
"""P33897""",5
"""Q9Y575""",8
"""A0FGR9""",1
"""Q30201""",1
"""P24592""",1
"""O75051""",15
"""Q07011""",1
"""Q15120""",1
"""Q86SJ6""",3
"""Q99705""",8
"""Q8TEB7""",2
"""Q14442""",1
"""Q16832""",1
"""Q9UQ05""",1
"""P26196""",1
"""P07358""",7
"""Q9UPN9""",2
"""P28472""",2
"""Q9UP95""",1
"""O94777""",2
"""P48060""",1
"""Q15822""",4
"""P00156""",1
"""O75747""",2
"""P67936""",8
"""P54136""",10
"""O60271""",3
"""P20592""",1
"""Q8N264""",1
"""P01562""",13
"""P03973""",1
"""Q8NGG3""",1
"""O43511""",1
"""Q6ZP29""",1
"""O14732""",3
"""P13671""",9
"""Q8NGF7""",1
"""Q9HB96""",8
"""Q6UWN0""",1
"""P59536""",4
"""P00738""",4
"""O60832""",8
"""Q06546""",7
"""O60826""",14
"""O75390""",2
"""Q8N159""",1
"""O43526""",2
"""P30872""",4
"""Q86UK0""",1
"""P41595""",4
"""Q8NDG6""",1
"""Q96M32""",2
"""Q9NRD8""",1
"""Q9TNN7""",16
"""P42345""",20
"""P27930""",2
"""Q9BTW9""",5
"""Q9BU89""",1
"""Q8IVB4""",1
"""P08240""",2
"""P06702""",4
"""P14316""",1
"""Q9NPJ3""",1
"""Q9UKF2""",1
"""Q7Z6J4""",3
"""Q9P013""",6
"""O43916""",1
"""Q68DD2""",12
"""Q00765""",1
"""P60880""",18
"""O75150""",1
"""Q96L33""",5
"""P22466""",4
"""P34059""",1
"""O76014""",3
"""P55854""",20
"""Q96KQ7""",13
"""P45985""",6
"""P82930""",12
"""Q32M78""",1
"""O00566""",1
"""Q9Y3B7""",10
"""P52594""",14
"""Q9Y2V7""",6
"""Q9Y2I6""",22
"""Q16775""",1
"""Q8WUY9""",1
"""Q8IYV9""",1
"""P55089""",2
"""Q16769""",3
"""Q8IYI8""",1
"""P18669""",4
"""O14966""",2
"""P17029""",1
"""P19419""",1
"""Q9NSY2""",1
"""Q8NGN1""",1
"""Q8NGX5""",1
"""Q9NSA1""",1
"""Q9NUW8""",1
"""Q9NV88""",1
"""O60244""",4
"""P15374""",5
"""D6RA61""",2
"""Q71UI9""",68
"""P21810""",17
"""O60238""",1
"""Q01167""",2
"""Q6FI81""",1
"""Q86W42""",5
"""Q8TB24""",2
"""Q9NZK7""",6
"""P24394""",10
"""Q86VH2""",3
"""Q9NSD7""",4
"""A8K4G0""",2
"""P13473""",3
"""P43308""",2
"""P78368""",2
"""Q9NRK6""",1
"""P12004""",74
"""P00519""",14
"""A1L4H1""",1
"""Q9H160""",3
"""Q9UKZ1""",2
"""P14384""",1
"""P35523""",1
"""Q9UL01""",1
"""Q00978""",3
"""Q6XYQ8""",1
"""P36383""",1
"""Q9H346""",1
"""Q9H040""",3
"""Q8TAG9""",1
"""Q8WWZ3""",1
"""Q9Y5R2""",1
"""O95803""",2
"""Q5NV82""",35
"""Q4KWH8""",1
"""Q6ZS11""",1
"""Q16478""",2
"""Q6PIL0""",44
"""Q96EH5""",20
"""P19623""",1
"""P26373""",20
"""P07478""",6
"""P37288""",4
"""P27918""",4
"""Q9Y4B6""",3
"""Q4LE39""",3
"""Q99726""",1
"""Q16853""",1
"""Q8N441""",2
"""Q13098""",5
"""Q70J99""",1
"""P59542""",4
"""P0C7T3""",1
"""P01583""",13
"""O60337""",2
"""Q8NGS8""",1
"""Q8NH48""",1
"""Q8NGH8""",1
"""O14939""",3
"""Q5T084""",2
"""P07988""",4
"""P42330""",10
"""Q02978""",2
"""Q8TB92""",1
"""Q969X6""",1
"""P30050""",20
"""Q8IWT1""",2
"""O00182""",1
"""P51677""",5
"""Q96MK3""",1
"""Q13426""",6
"""P21918""",4
"""P0C628""",1
"""Q9H3S5""",1
"""Q02505""",14
"""Q9BYB0""",5
"""O95050""",1
"""Q86U44""",1
"""Q96E52""",1
"""Q14166""",1
"""Q8IU60""",4
"""P05166""",2
"""Q8IU54""",2
"""Q06495""",1
"""O00743""",1
"""Q9H1K4""",1
"""P09661""",6
"""Q12931""",1
"""Q05707""",13
"""Q9UK17""",2
"""Q8WX39""",1
"""A4GXA9""",5
"""P48444""",11
"""Q14676""",31
"""Q9H814""",2
"""O94855""",19
"""Q8WWG9""",2
"""P20020""",1
"""O95059""",1
"""O75165""",2
"""Q14541""",1
"""Q16760""",1
"""P49190""",4
"""Q9UBP6""",1
"""Q7L0Y3""",2
"""Q99819""",2
"""P01286""",4
"""P49184""",1
"""O00587""",1
"""Q8NAT1""",1
"""Q8NHP1""",1
"""O15020""",16
"""Q4KMQ2""",3
"""Q9BYN8""",12
"""P14174""",3
"""Q96RQ3""",3
"""O94864""",1
"""Q9BYC8""",10
"""Q01524""",2
"""Q96RD2""",1
"""Q13794""",3
"""Q9UBE0""",6
"""Q13003""",4
"""Q8IZ52""",2
"""Q01518""",3
"""O75339""",1
"""P23219""",3
"""Q86SQ7""",22
"""Q2NKX8""",13
"""P82933""",12
"""P61018""",3
"""Q9UGP4""",5
"""P32239""",5
"""P09544""",4
"""Q96PH6""",1
"""Q06945""",2
"""P51149""",6
"""Q12829""",2
"""O94759""",4
"""Q9UHM6""",4
"""P18564""",5
"""P17038""",1
"""O95292""",5
"""Q9Y2P7""",1
"""Q16829""",2
"""Q8IXH7""",39
"""P11362""",60
"""Q9HC98""",3
"""Q9HBX8""",3
"""Q92496""",1
"""P81277""",1
"""Q8NGC4""",1
"""Q8NGZ9""",1
"""P48723""",5
"""Q8NG84""",1
"""O60934""",81
"""Q9P1Q0""",2
"""Q2UY09""",12
"""C9JPN9""",2
"""Q9P2N2""",1
"""Q9BZX2""",1
"""Q96MS0""",6
"""O14543""",20
"""Q8N126""",4
"""Q6AZW8""",1
"""Q8TD19""",5
"""P30968""",4
"""Q96P26""",1
"""Q86UR1""",4
"""Q9BRK0""",1
"""P50613""",81
"""Q9NQU5""",1
"""Q6ZMP0""",2
"""Q8NEV9""",2
"""P02794""",5
"""Q9P0Z9""",3
"""P37802""",1
"""Q9BZC7""",2
"""P23246""",1
"""Q13216""",17
"""P02788""",7
"""Q96SD1""",9
"""O75912""",1
"""Q96LR5""",3
"""Q9BXT2""",1
"""O76002""",1
"""O00482""",1
"""Q96DR4""",1
"""Q5XUX0""",9
"""Q9UL19""",1
"""O00533""",5
"""Q53GD3""",1
"""Q9UHP3""",1
"""Q68DY9""",1
"""Q96K58""",1
"""Q8WUG5""",2
"""Q13606""",1
"""O15091""",2
"""P48426""",5
"""Q8TDN7""",1
"""Q12907""",11
"""Q6P9A1""",1
"""P40306""",4
"""P49286""",4
"""Q99615""",2
"""C9JR72""",6
"""O95391""",5
"""P55056""",4
"""O14933""",19
"""Q15185""",13
"""Q02045""",5
"""Q8IXE1""",1
"""P59551""",4
"""P58004""",2
"""Q9NVK5""",9
"""Q06732""",1
"""Q8NH83""",1
"""O60841""",2
"""Q9GZX6""",4
"""P00918""",4
"""Q8NHB7""",1
"""Q8NGL3""",1
"""O43541""",3
"""O60346""",1
"""Q9Y239""",14
"""P21912""",2
"""Q8N339""",2
"""Q8TBE1""",11
"""Q9NZU5""",1
"""Q70EL2""",1
"""Q9NZJ5""",3
"""O15496""",6
"""Q8NGM8""",1
"""Q8NGB8""",1
"""P07550""",24
"""Q9C0C9""",3
"""P30926""",8
"""Q8NG78""",1
"""P11215""",4
"""P78329""",10
"""Q9ULZ3""",9
"""P25105""",6
"""Q8N729""",4
"""P16591""",1
"""Q13315""",80
"""Q96L21""",20
"""Q6TCH7""",1
"""O95239""",6
"""Q9BSA4""",1
"""Q14721""",1
"""Q9H1Y3""",4
"""Q92859""",4
"""P07451""",2
"""Q9UK32""",4
"""Q9UQP3""",2
"""P43088""",4
"""Q9UQC2""",15
"""Q12955""",9
"""Q9H0T7""",2
"""Q9UBQ5""",8
"""Q13018""",6
"""Q7Z6E9""",3
"""P46108""",20
"""Q9H999""",1
"""Q6ZYL4""",79
"""Q99683""",4
"""Q8WTW3""",6
"""Q712K3""",4
"""Q8NGZ0""",1
"""Q8NH00""",1
"""Q8NGD0""",1
"""Q9Y266""",14
"""Q8NC26""",1
"""P83859""",4
"""Q14439""",3
"""O43805""",22
"""Q49AN0""",4
"""Q13569""",11
"""Q4G0N8""",1
"""Q8NGE5""",1
"""Q674X7""",1
"""Q8NH09""",1
"""Q9NRM1""",1
"""Q6Q788""",2
"""Q8TBN0""",2
"""P30479""",16
"""Q9NZQ3""",5
"""Q75T13""",1
"""Q3SXY8""",2
"""O60814""",120
"""P13725""",2
"""P51452""",1
"""Q6UXG3""",1
"""Q9BZM2""",9
"""Q5T753""",2
"""O43508""",2
"""Q9BZ72""",1
"""Q13191""",5
"""Q9BTV7""",1
"""Q03518""",8
"""P30047""",2
"""P56192""",10
"""Q9UL25""",3
"""P51161""",3
"""Q9NPH5""",1
"""Q00888""",1
"""Q9UJX4""",28
"""Q9NR71""",1
"""Q12913""",4
"""Q14643""",8
"""Q9UBX3""",2
"""P42702""",6
"""O95707""",1
"""P56706""",4
"""Q9H115""",11
"""P45973""",2
"""Q6P280""",1
"""Q6P3V2""",1
"""P51857""",6
"""Q8IU57""",3
"""P37198""",35
"""Q09472""",89
"""P82912""",12
"""O00548""",21
"""Q9Y365""",2
"""Q9Y230""",2
"""O60658""",1
"""P01763""",44
"""Q08462""",15
"""A0A0C4DH25""",43
"""Q8N3J5""",1
"""Q5SRE5""",35
"""O60331""",5
"""Q9Y224""",1
"""Q6P1X5""",22
"""Q8NHE4""",4
"""Q8NHZ8""",28
"""Q9BVA1""",12
"""Q8NGV7""",1
"""Q8NGX8""",1
"""Q86Y01""",6
"""P11413""",1
"""P13611""",15
"""P12081""",1
"""Q7RTX0""",5
"""O60907""",5
"""Q00597""",8
"""Q95IE3""",31
"""P34932""",5
"""Q92985""",20
"""Q14160""",2
"""P03928""",4
"""O43597""",13
"""O75330""",4
"""Q03431""",4
"""Q86UP0""",2
"""Q9HAQ2""",4
"""Q9HBG6""",8
"""P13647""",3
"""Q02747""",1
"""Q6ZTW0""",1
"""Q01196""",82
"""Q9HAP6""",4
"""Q6YHK3""",2
"""Q8IUQ0""",1
"""P34947""",4
"""O00257""",8
"""P28070""",4
"""Q9UER7""",2
"""Q96L42""",1
"""O95926""",2
"""Q9H334""",2
"""Q9H9P5""",3
"""P08476""",8
"""P29590""",9
"""Q8TEM1""",35
"""Q8WXD5""",5
"""Q96N28""",2
"""Q9UN79""",1
"""O95125""",1
"""Q9Y5P4""",7
"""Q14055""",20
"""Q6P5W5""",1
"""Q6NUN0""",1
"""Q13185""",7
"""P01160""",2
"""Q29960""",16
"""Q5NV64""",35
"""P81605""",2
"""O00767""",1
"""Q15596""",10
"""O00461""",1
"""P61024""",5
"""P18054""",9
"""O43301""",5
"""P45379""",4
"""Q13705""",18
"""Q9UKN8""",12
"""Q04726""",10
"""P27105""",4
"""Q05586""",19
"""Q9UJW8""",1
"""P53539""",1
"""Q9Y5Q9""",12
"""Q2VIQ3""",6
"""Q9Y2Q3""",3
"""Q99708""",36
"""Q8N4T8""",1
"""Q9NY25""",3
"""Q8N423""",3
"""O95484""",1
"""Q8NGQ1""",1
"""Q8NH21""",1
"""A6NCW0""",2
"""Q8TEB1""",5
"""Q9BPX3""",3
"""P30464""",16
"""P45880""",2
"""P13164""",1
"""O15085""",5
"""Q53FA7""",2
"""P85298""",1
"""Q5U5Q3""",3
"""Q9BV97""",1
"""P06315""",43
"""Q01113""",1
"""Q96A44""",8
"""Q5VZ89""",1
"""Q8TAV4""",1
"""O00170""",2
"""Q15003""",3
"""Q969L4""",4
"""Q9HB90""",20
"""P51659""",13
"""O43529""",1
"""Q9GZQ8""",11
"""Q9Y5S1""",1
"""Q9UMN6""",11
"""Q9HAW4""",6
"""P98198""",2
"""P29033""",3
"""P08575""",4
"""O75444""",2
"""Q9H427""",1
"""P16189""",16
"""P35573""",4
"""Q13398""",1
"""Q96MN2""",6
"""O75438""",7
"""P24844""",11
"""Q14814""",2
"""Q15018""",1
"""Q8N7P3""",1
"""P57764""",3
"""Q6ZVN8""",1
"""Q9UK05""",1
"""Q9Y4H2""",23
"""P00414""",1
"""Q99807""",1
"""Q9NPI1""",3
"""P10319""",16
"""P30542""",4
"""Q9NUJ1""",1
"""Q10472""",3
"""Q5SXM2""",12
"""A8K8V0""",1
"""O75762""",1
"""P08123""",15
"""Q11201""",3
"""Q96PR1""",1
"""Q8WTQ1""",1
"""Q86Y22""",15
"""O75147""",2
"""P04003""",4
"""A6NDL8""",1
"""O15553""",2
"""P51572""",2
"""P78527""",12
"""P62487""",122
"""Q969S2""",11
"""P14678""",21
"""Q6VUC0""",4
"""P15923""",5
"""Q8WYQ5""",1
"""P27708""",3
"""Q9H340""",1
"""Q9UNL4""",1
"""Q9GZN2""",1
"""Q13507""",3
"""P49682""",4
"""P15428""",4
"""O75351""",2
"""P36542""",4
"""Q13201""",1
"""Q3LXA3""",2
"""Q86VH5""",1
"""Q9GZM6""",1
"""Q08477""",7
"""P53041""",4
"""Q14061""",1
"""Q8IVJ1""",1
"""Q96HR9""",1
"""Q8WZA6""",1
"""Q8IVT5""",37
"""P35858""",8
"""Q16445""",2
"""Q16637""",5
"""P56202""",1
"""P58400""",11
"""P43166""",2
"""Q8NDX2""",1
"""Q07326""",2
"""Q9H2H9""",2
"""Q9Y4Z0""",5
"""Q9NR50""",2
"""Q9NRJ4""",5
"""Q9H208""",1
"""Q9P1P4""",4
"""Q8N6G5""",1
"""Q96LD8""",2
"""P18075""",1
"""P01040""",4
"""Q32M45""",1
"""P05181""",18
"""Q9NX74""",1
"""Q9NWA0""",1
"""P62701""",27
"""Q9NVU0""",18
"""Q8TAF7""",1
"""O15397""",2
"""Q9NP73""",1
"""Q9NY46""",2
"""P01877""",1
"""P01742""",44
"""Q68CZ6""",22
"""O43826""",1
"""Q9UBR1""",2
"""P32245""",4
"""Q9P109""",1
"""Q9BXD5""",1
"""Q92574""",6
"""P04216""",1
"""P43490""",1
"""Q07020""",20
"""O95500""",1
"""Q9BW60""",4
"""P19440""",3
"""Q99714""",4
"""Q9HD20""",1
"""P0CH99""",1
"""Q96J02""",16
"""P30536""",1
"""Q9UNQ2""",1
"""P19320""",2
"""O00476""",2
"""Q6YBV0""",2
"""Q9UMX1""",14
"""O00341""",2
"""Q9UP83""",6
"""Q9UIF7""",3
"""P08887""",15
"""P51530""",26
"""Q14940""",1
"""P28340""",37
"""P0C7M7""",1
"""Q9H3P2""",39
"""Q96A65""",1
"""P82663""",12
"""Q02846""",1
"""P18465""",16
"""Q96HY7""",1
"""P62955""",1
"""O14735""",1
"""Q9ULM2""",1
"""O15460""",1
"""Q9H313""",1
"""Q13309""",18
"""Q9Y6Z7""",3
"""Q08945""",30
"""Q9P121""",1
"""Q8WXB4""",1
"""A0PJK1""",1
"""Q6ZS82""",2
"""O00746""",2
"""Q14028""",11
"""Q9BRZ2""",2
"""O43390""",8
"""Q8NCE0""",1
"""P30740""",1
"""Q8ND04""",2
"""Q8NE86""",2
"""Q5T5D7""",1
"""Q9UKG1""",3
"""Q9NQ66""",11
"""Q6NTF7""",2
"""P16403""",3
"""O60403""",1
"""Q6NUN9""",1
"""P01148""",4
"""Q92673""",2
"""Q92481""",8
"""Q01638""",3
"""P49238""",4
"""Q6H3X3""",1
"""Q9NXA8""",1
"""Q9BXU7""",1
"""Q92667""",2
"""Q9BY67""",3
"""P30443""",16
"""Q9BXJ7""",3
"""P50993""",1
"""Q03113""",10
"""Q9BPU6""",3
"""P12273""",1
"""O43613""",4
"""P0C0S8""",14
"""Q9Y251""",2
"""P52597""",9
"""P52789""",1
"""O75828""",1
"""P60763""",6
"""Q86XR7""",20
"""Q15102""",1
"""O95302""",1
"""P17023""",1
"""Q6ZNG0""",1
"""Q14232""",2
"""P05538""",31
"""P61513""",20
"""P07949""",20
"""P17017""",1
"""Q8IY26""",1
"""P07814""",11
"""Q96BZ9""",3
"""Q969T7""",1
"""Q8IX12""",7
"""Q9UNX9""",1
"""Q9H2H0""",1
"""P07148""",2
"""Q8IWZ6""",4
"""Q9GZZ7""",18
"""Q8NGN4""",1
"""Q8WXE1""",16
"""A8TX70""",17
"""Q8N720""",1
"""P20382""",7
"""Q14247""",10
"""Q08357""",1
"""P49748""",1
"""Q8N5Z0""",3
"""P62877""",86
"""Q15788""",12
"""Q5T1C6""",4
"""P39687""",1
"""P19793""",18
"""P30953""",1
"""Q92871""",1
"""O15382""",2
"""P78356""",5
"""Q8NG99""",1
"""Q9NXR1""",35
"""Q6UWV6""",1
"""Q9NQI0""",3
"""Q9NRV9""",4
"""P13533""",4
"""P33121""",3
"""P53671""",3
"""Q00987""",29
"""Q9BXC0""",4
"""A8MTJ3""",24
"""Q9BZL6""",1
"""P14060""",5
"""P04222""",20
"""P16471""",9
"""Q3KP31""",1
"""P41250""",2
"""P43005""",2
"""Q5XPI4""",4
"""Q9UPY3""",2
"""P32926""",4
"""Q12841""",2
"""Q96R30""",1
"""P13236""",3
"""Q9BX95""",2
"""Q9BWX5""",1
"""Q9BXC9""",4
"""Q7Z434""",22
"""Q5SQ64""",1
"""Q9BWM5""",1
"""P09622""",10
"""Q6IF82""",1
"""Q14451""",5
"""Q7L1W4""",1
"""Q96BT7""",1
"""Q9HC21""",1
"""Q96BR6""",1
"""Q96C36""",1
"""P56696""",1
"""A6NDH6""",1
"""Q8TCU6""",3
"""P62280""",27
"""P51665""",6
"""P46531""",69
"""Q8NGF1""",1
"""P43250""",3
"""P08581""",58
"""Q9HCL2""",2
"""P78560""",3
"""Q7Z449""",3
"""P27797""",12
"""Q8WZ04""",1
"""P01571""",13
"""O75636""",4
"""O43520""",2
"""Q6ZUM4""",1
"""Q8NFF2""",1
"""Q8NEZ2""",5
"""Q5SGD2""",5
"""Q8NEM1""",1
"""Q9HC77""",23
"""Q7Z7E8""",3
"""P59539""",4
"""P13746""",16
"""A8K0R7""",1
"""Q93033""",1
"""O60721""",2
"""Q8N0U8""",1
"""Q5T6X5""",4
"""Q9NRH3""",3
"""Q92793""",38
"""Q5VV43""",14
"""Q15569""",1
"""P22460""",1
"""Q2Y0W8""",1
"""Q8NCQ5""",9
"""Q8ND25""",3
"""Q92979""",1
"""P05160""",2
"""Q92844""",12
"""P05154""",6
"""Q9BT78""",5
"""Q9NYR9""",1
"""O00560""",3
"""Q9NPJ6""",4
"""Q9UK11""",1
"""P24043""",12
"""Q9H8H3""",1
